 	mio	padre	ha	lavorato	sempre	</S>
o	0.95550527	0.043263064	0.00090841475	0.000314988815	6.96428483e-06	1.32163013e-06
c	0.759792016667	0.232696178	0.00729965191667	0.000207533415	3.35394033e-06	1.25599159667e-06
i	0.409614218889	0.553976496	0.0360309856389	0.000373649371667	2.59264917667e-06	2.01994846556e-06
ù	0.160686656036	0.734228695333	0.0921627818796	0.0125995514906	0.000125979369292	0.000196293196489
r	0.0556467394187	0.669175235111	0.22612231396	0.0396735024969	0.0078634521231	0.00151871448216
i	0.0223846082396	0.640986191704	0.283608427987	0.0408798018323	0.010348145671	0.00179279467939
m	0.0120832241799	0.610489517235	0.348963945996	0.0234202452774	0.004009089187	0.00103397217846
m	0.00828834795997	0.350716997412	0.449685631999	0.186099138759	0.002231802129	0.00297805315949
u	0.0129603435533	0.167923574137	0.522415394	0.28806961292	0.00183309727633	0.0067979571865
è	0.0131900447978	0.105328060379	0.534903988	0.337643004307	0.00222377515878	0.00671115986217
p	0.0045867076266	0.0449845643263	0.440204199333	0.432334791436	0.0619017306196	0.0159880484207
o	0.00237647748953	0.0155489362254	0.279522768444	0.597435767145	0.0839391748732	0.0211769176402
l	0.00169182115651	0.0056252171718	0.111149334148	0.718312322382	0.136468552958	0.0267527873801
e	0.00730138051217	0.00216973416393	0.0514921666827	0.720521794127	0.166267669653	0.05224728146
m	0.00920501509072	0.00101913498131	0.0199814838609	0.700067031376	0.178043008551	0.0916843571533
i	0.0378656742836	0.00079006510377	0.00932918118697	0.571815043792	0.224144986184	0.156055055718
m	0.0473890778945	0.000589654537923	0.00399398332899	0.426103684597	0.294217802061	0.227705781906
m	0.0158695669472	0.000308339824641	0.00173771189966	0.229186943199	0.296894750687	0.456002683969
è	0.254150643498	0.0115148348602	0.00125947735655	0.0926270171663	0.187857703562	0.452590332656
n	0.333617458659	0.0152633720551	0.00111025854552	0.0981973234888	0.348578114521	0.203233448885
a	0.111724171713	0.0052670422867	0.00135062564184	0.10373684283	0.557253971507	0.220667309628
p	0.0377404931643	0.0019130959479	0.00143148924728	0.0408163166767	0.578119910502	0.339978686543
à	0.0365543389814	0.00146484150163	0.00357441711576	0.0157418657922	0.509113043501	0.433551502181
n	0.0361261789505	0.00130691700134	0.00422806494192	0.00718585735073	0.611011951167	0.340141057394
t	0.0120499514957	0.00043950335248	0.00144527616631	0.00275849267691	0.674902657056	0.308404142465
a	0.00765411772073	0.00102851546873	0.00284418023777	0.00210507959897	0.439101985685	0.547266147488
</S>	0.00927665086036	0.00183457423436	0.00494872746889	0.00272715639949	0.299046107842	0.682166823744
