 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.951115	0.0220093415	0.022161077711	0.00447359673868	0.00020874129766	2.67117783165e-05	3.8829011825e-06	1.15638144355e-06	3.18624675625e-07	4.98493775115e-08	7.6632655498e-08	3.10196992875e-08
M	0.869357033333	0.1029278215	0.0233567280443	0.00378860297201	0.00041039778766	0.000138824314317	1.68085678492e-05	1.90691414355e-06	1.43572610896e-06	1.04602940845e-07	4.5596745498e-08	2.31216297621e-07
à	0.828494711111	0.139515247167	0.0275816230148	0.003711495944	0.000494455062553	0.000176687703106	2.12858374264e-05	2.16741179252e-06	1.81396582965e-06	1.23065557182e-07	3.53271261493e-08	2.98154887117e-07
r	0.61350450037	0.177097605722	0.138294012338	0.0624634017013	0.00514313668752	0.00330747491604	0.000147393800619	1.81124621422e-05	2.04888804032e-05	7.96384622627e-07	1.58600086637e-06	1.47968821695e-06
i	0.22648293769	0.485953671907	0.192670354113	0.0833651457004	0.00690470379584	0.00437666709535	0.000190787643673	2.38594042474e-05	2.68543949677e-05	1.03200322088e-06	2.10525615296e-06	1.89867384565e-06
k	0.0768846767967	0.507539363969	0.198201081371	0.174110977033	0.0273677104986	0.0138316694885	0.00150503014136	0.000233586658282	0.000261551169156	2.58358608203e-05	1.90027354152e-05	1.95284018885e-05
a	0.0287844449322	0.48005270799	0.22684416379	0.209822182011	0.0348277020329	0.0169956723528	0.00194538313812	0.000303851017861	0.000339783727972	3.41034074534e-05	2.46347872757e-05	2.53976981605e-05
j	0.0129136910441	0.465846705997	0.274142351263	0.200481740337	0.030923287211	0.0139215826409	0.00134524743704	0.000177840351054	0.000198609547577	1.84352736645e-05	1.21995502292e-05	1.83643899178e-05
u	0.00650064608137	0.407074438666	0.339258363754	0.203234308112	0.0295848718037	0.0128801998803	0.00114318824348	0.000135286759538	0.000151448318072	1.32041702482e-05	8.0532835064e-06	1.60085089416e-05
r	0.00401776595379	0.374661319555	0.449244754585	0.143287250704	0.0199404120012	0.00784879762677	0.00076900127896	9.6450282366e-05	0.000102100264904	9.60956344273e-06	4.6120775988e-06	1.79285396162e-05
è	0.00349414891126	0.163068285185	0.636815818195	0.169909240235	0.0195818753337	0.00627753122226	0.000652306746653	8.4445666822e-05	8.59007793347e-05	8.42012476624e-06	3.4695281726e-06	1.85778322021e-05
i	0.00833487030375	0.136377163728	0.699536759398	0.138993080078	0.0138029311112	0.00260959405409	0.000264099185884	3.90999406407e-05	3.17741064782e-05	3.00878844075e-06	1.19792296387e-06	6.4406009307e-06
m	0.00790301673692	0.109386623709	0.564305699799	0.260886780026	0.0385416583704	0.0164251809847	0.00184054164529	0.000293593312547	0.000323988887826	3.40131940469e-05	2.63650242546e-05	3.25519615102e-05
i	0.00792286454797	0.0409953140363	0.4213720766	0.427282813342	0.0760526027901	0.0229536744616	0.00247273036176	0.000403110214182	0.000423794458942	4.4590556949e-05	3.48068542482e-05	4.16377935701e-05
a	0.0306874891827	0.0176974243454	0.302503355533	0.385435224447	0.22996681093	0.0284890282872	0.00385523850059	0.000952651971394	0.000337224665981	3.28102422497e-05	1.33175725794e-05	2.943731759e-05
m	0.0329981445586	0.0070554789918	0.132293264511	0.472515774816	0.295802053643	0.0498264087624	0.00670963716686	0.00158178765713	0.000840292821994	0.000124276166417	8.44571891931e-05	0.000168414899197
à	0.0309154043505	0.00500288920727	0.067291265837	0.613382724939	0.228507034548	0.0466920939208	0.00577494452229	0.00112302050238	0.000861390123998	0.000139949139139	0.000107520025398	0.000201763558732
k	0.0302160274432	0.00434510046909	0.039359393279	0.583848188313	0.240716518183	0.0664827623069	0.0217633143074	0.00497258978413	0.004859675458	0.00073671422338	0.00171474505413	0.000984987261911
i	0.0255019251407	0.00217208955636	0.017902028493	0.399255509438	0.367485199394	0.134961060769	0.0336567874358	0.00791564669471	0.00664545985267	0.00096917179446	0.00225431822838	0.0012808102923
n	0.0239278535496	0.00136758959579	0.00676003587433	0.241124526479	0.476517509798	0.205335406923	0.0310180434786	0.0065319978649	0.00483780848422	0.000685959618153	0.00100985155313	0.0008834173691
a	0.00992874281926	0.00046754396793	0.00248724390144	0.158585069626	0.503801026599	0.258039892308	0.0489245711595	0.0103455444883	0.00527140132807	0.000705098299384	0.000615232841043	0.000828622673033
k	0.00526473358695	0.000197454024977	0.00101311166715	0.0908018840087	0.469142365533	0.328282997436	0.0699541237198	0.0166153471628	0.0113267811094	0.00231553072646	0.00199963667035	0.00308598104101
a	0.00236508524285	0.000142471541659	0.000531466192383	0.0680474536029	0.449838158511	0.369224779145	0.0708325525733	0.0173233477209	0.0126110702365	0.00280906456549	0.00246297649012	0.003811529657
k	0.00139801687162	0.000124713980553	0.000321311134128	0.0396294754676	0.42171456617	0.408360023048	0.0799047371911	0.0202743165736	0.0160295329455	0.00378359561183	0.00335706563004	0.00510264686233
o	0.000824286181207	0.000108026636851	0.000235737896376	0.0292057443892	0.315350188723	0.498879577683	0.0976761640637	0.0266249895245	0.0176171238152	0.00418953728394	0.00366556502001	0.00562304290078
n	0.000631574686102	6.8121221307e-05	0.000106674496125	0.0111056600297	0.275919196241	0.524624112561	0.122582208021	0.0318016495082	0.0193288047717	0.00451759184131	0.00310470045	0.00620968691359
s	0.000211169600687	2.3075452719e-05	4.31035987083e-05	0.00472152163323	0.18633112108	0.42539808752	0.226802192674	0.0661276688361	0.0500743915906	0.0147892142804	0.00863922631667	0.0168392173045
u	0.000105879474516	9.83749639967e-06	4.13056122361e-05	0.00173508439108	0.0867554640267	0.33563164584	0.354965077558	0.122101576279	0.0556355938635	0.0167524737601	0.00894905255889	0.0173170008682
m	7.32261285053e-05	1.17229226999e-05	4.5208764412e-05	0.00093047173036	0.0521781276756	0.38470571528	0.345463335853	0.12375185876	0.0519508196212	0.0149657375867	0.00935836797296	0.0165654020561
è	0.000441504785168	0.000119574422567	0.000153003080137	0.00073132032012	0.0345037502252	0.41318965176	0.317855245284	0.130223476253	0.0602915272071	0.0156391785289	0.00991513355765	0.0169366306854
i	0.000954756795056	0.000154333123522	0.000205174853379	0.00039747507604	0.0153025625417	0.27136763392	0.410721005095	0.203175278751	0.070445143069	0.0117829831763	0.00476138891922	0.0107322602285
k	0.000713754792019	0.000119395330507	0.000106727607793	0.000224527041347	0.00620892464723	0.168961061307	0.415397631698	0.21073086625	0.12335001769	0.0250350297254	0.0197166671397	0.0294353800762
à	0.000494631191006	0.000164396656836	0.000257148655931	0.000273708967116	0.00413713228241	0.147339631769	0.331213630566	0.246223342083	0.164125565897	0.0376079452418	0.0276273127132	0.0405355326921
n	0.000422079727335	0.000126311857279	0.000294321902594	0.000219738789039	0.0039136495608	0.153016595256	0.328933303522	0.253079797361	0.143593135299	0.0334307390806	0.0351022372377	0.0478680902307
n	0.000143639706608	5.1828016123e-05	9.8778359048e-05	8.2780193813e-05	0.0026154824836	0.133245581419	0.317990294507	0.200884002454	0.158243691766	0.0551804703602	0.0571463324126	0.0743171334102
i	0.000725355702699	3.00262454043e-05	8.39882872493e-05	5.41942454043e-05	0.00107734795787	0.0589548361397	0.299599874836	0.295269654151	0.176487123922	0.0607461924534	0.0434223793709	0.0635490194701
a	0.00420679596757	7.12172764681e-05	0.000338058989083	0.000113486198468	0.00060738149929	0.0297893956466	0.233337124945	0.37375916805	0.225752274641	0.0560954264845	0.0229494020236	0.0529802581567
l	0.00469311793019	9.08375138227e-05	0.000374919150361	0.000114813903156	0.000319345153097	0.0132546132155	0.118175918315	0.276224066017	0.29988396488	0.0949661188282	0.0685938810079	0.123308422719
ì	0.00167439936773	0.000107058666274	0.000643439937454	0.000226297764719	0.000552025724366	0.0085644221385	0.0641336977717	0.176550858672	0.315693808293	0.145951539609	0.113261738336	0.172640737573
o	0.000948076459243	0.000113267372091	0.00115356654582	0.000361958071573	0.000650382848122	0.00478841591283	0.0395379002572	0.170471522891	0.344267849431	0.171208153203	0.102227986112	0.164270932524
k	0.000602932257414	6.1994663197e-05	0.00080857241444	0.000227729424858	0.000312223640707	0.00269958783761	0.0290014274191	0.136603930964	0.332037236477	0.178752034401	0.132386787371	0.186505564175
o	0.000309105676805	5.4591011899e-05	0.00099677060398	0.000446183159286	0.000317700731569	0.0020103523792	0.0190053161397	0.105025380321	0.274523325492	0.212102548134	0.15909433579	0.226114401392
n	0.000208873425602	4.75658226163e-05	0.00105924070676	0.000518156070562	0.000304398155856	0.0011486466664	0.0189262653799	0.10465674344	0.258010631831	0.223406862711	0.16024274193	0.231469860464
s	7.11727983473e-05	1.61760030888e-05	0.000355209638487	0.000174199372254	0.000103648466285	0.000491983545467	0.01725229796	0.0771466451467	0.242405867277	0.22327002757	0.20522275731	0.233490003488
ù	0.000146608335929	3.66961679296e-05	0.000770795510296	0.000295914272018	0.000198757124428	0.000524128398489	0.00903675128667	0.0531356607156	0.204478569092	0.238348672523	0.230915992437	0.262111461163
m	0.00017694569131	0.00016274058431	0.000909218124099	0.000347542963006	0.000273557901476	0.00226703246616	0.0232639238956	0.0662724019052	0.218511346364	0.187698216174	0.233285020812	0.266832047054
o	0.00205168343644	0.000371130841437	0.00404315836203	0.00166570524334	0.000738901560492	0.00282490718872	0.0263982166652	0.0596852319684	0.181218150788	0.146510514058	0.242664943604	0.331827432351
s	0.00267805875848	0.000322921916912	0.00508675713688	0.00209392092095	0.000850768091497	0.00127895580624	0.0107137365217	0.0362897029895	0.142520242263	0.169683968019	0.264662364535	0.36381861745
e	0.00224420199916	0.000282656728737	0.00601911306183	0.00275174081348	0.000869432768499	0.000823793378747	0.00511822372723	0.0258006349965	0.124146621754	0.18073543934	0.292548361512	0.358659822483
b	0.00210056232439	0.000269678590579	0.00633072692118	0.00297199430616	0.0008840917575	0.000896379826249	0.00315193439574	0.0173025079988	0.0978279015847	0.181855523113	0.280757397171	0.405651317494
e	0.0010334999328	0.00023089200786	0.00574132420763	0.00344481813705	0.000965797053833	0.000859637575416	0.00245135796525	0.0145299203329	0.0835508318616	0.172761547704	0.27296846239	0.441461915831
n	0.000671736879533	0.000216200777933	0.00554394822978	0.00360098101942	0.000984368769878	0.000616496220472	0.00185850905508	0.0159109094443	0.0877183952872	0.185373739235	0.28451618413	0.41298854861
