 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.934977655	0.0554383395	0.0090851429	0.0003556742	0.0001361966096	5.98863514e-06	5.5797358e-07	2.856447685e-07	1.405207695e-07	2.938549335e-08	2.375949e-08
n	0.793027165	0.176312609833	0.0278431603	0.002570999	0.000175228682933	5.488005314e-05	1.268814808e-05	1.99707553517e-06	6.32663282833e-07	2.2013552335e-07	4.26152296667e-07
a	0.492613828333	0.350280649944	0.1526708941	0.00414584696667	0.000195052437644	7.21897900467e-05	1.726007396e-05	2.60212590172e-06	8.00055685278e-07	2.85064884217e-07	5.78363342222e-07
s	0.210601465444	0.534392216648	0.248704931367	0.00578015318889	0.000431428555881	7.12847556822e-05	1.51885962533e-05	2.29157102391e-06	5.76362652759e-07	1.18159611172e-07	3.35586267407e-07
t	0.081496732148	0.710985885549	0.197458280456	0.00849200672963	0.00140324615196	0.000138767858561	1.95505590844e-05	4.04166390797e-06	1.13178405092e-06	8.91368550573e-08	3.00741809136e-07
a	0.0355907488827	0.551050505183	0.399166753485	0.0126076262432	0.00144112305399	0.000125113075854	1.35807796948e-05	3.35024684599e-06	1.02156675264e-06	5.90144894191e-08	1.74551468045e-07
s	0.0127129424476	0.272896985061	0.667534834495	0.0390317857477	0.00720426022133	0.000546711241618	5.41047098983e-05	1.30814311587e-05	3.72101425321e-06	2.1137983954e-07	1.42591417768e-06
ù	0.00953705313587	0.16141610402	0.606353354832	0.208881138583	0.0128703907404	0.000831459413873	8.46840252994e-05	1.84623727196e-05	5.14435901774e-06	2.99617586513e-07	1.97721749256e-06
n	0.00851229704529	0.111407763673	0.546727244944	0.307495279528	0.0230280439135	0.00224389583796	0.000416871973766	0.000104755096573	4.56887222726e-05	5.97695371884e-06	1.22003830642e-05
a	0.0068062060151	0.085420477891	0.459962501648	0.402952153176	0.0396589153045	0.00426550591265	0.000690853991255	0.000156010298858	6.25382074242e-05	7.97881340628e-06	1.68309782547e-05
n	0.00617116539503	0.0347491747637	0.257095143883	0.545345664392	0.144109151768	0.0109333020709	0.00105397663042	0.000332979092953	0.000157759769141	1.41831913021e-05	3.74600349849e-05
k	0.00210766005001	0.0130575067779	0.114430763374	0.415792091464	0.394596003923	0.044732451357	0.00655838107681	0.00423678709765	0.00314334485638	0.000624957396434	0.000720032904995
ò	0.00083203461167	0.00441922824263	0.0391334460713	0.398093247155	0.487421627974	0.0512025467857	0.00786541510894	0.00528902810588	0.00400875411046	0.000817240521965	0.000917436740198
r	0.00044112160389	0.00171440360754	0.0164409952238	0.576738162385	0.373845832658	0.0237771762619	0.00315409435298	0.00188440947529	0.00139252651515	0.000280258871475	0.000331045428599
a	0.00114179553463	0.000818026375847	0.00828263752127	0.513775020795	0.442400360886	0.0294460860873	0.00249703941766	0.000860647431763	0.000532196936717	0.000102214550558	0.000144004385533
a	0.0156370131782	0.000809415965282	0.00348386648709	0.261619646932	0.472779820295	0.201694963362	0.0366200112059	0.00641831238392	0.000676112690572	4.7050467586e-05	0.000213811994511
t	0.0195308720202	0.000773623518427	0.0018213608257	0.111778678977	0.519928240098	0.278898034454	0.0516203177353	0.0115397677946	0.00327775339686	0.000294534154195	0.000536846444837
s	0.00651245231223	0.000260595700609	0.0006638261343	0.0560275218923	0.608890246699	0.253215418151	0.0466868385784	0.0160120402649	0.00698531703229	0.0014558205514	0.00328993682828
ù	0.00415077854874	0.000166282088003	0.000468427987167	0.0205811569641	0.499990172233	0.38244151605	0.0620533695261	0.017998658755	0.00649180151076	0.0016147641918	0.00404307700943
n	0.00336344586991	0.000142401619001	0.000484466875722	0.0208319287547	0.516621080744	0.36152981535	0.0642555631754	0.0192212582517	0.00865428700359	0.00171988497193	0.00317588840314
n	0.00112321428264	5.52870126003e-05	0.000244007062921	0.0200531095849	0.589157460248	0.279718941783	0.0624608043918	0.0248941687506	0.0135513753345	0.00302274872398	0.00571885780105
i	0.00313098849988	8.06812341334e-05	0.000114019951987	0.00685686726263	0.396034727583	0.431331120594	0.112903148131	0.0314756089169	0.0104382112115	0.00235348172266	0.00528108953368
t	0.00380210775729	9.06309646111e-05	7.49590576623e-05	0.00249252738854	0.281162523361	0.522222806865	0.13377241071	0.0376625449723	0.0124135118372	0.00190387675555	0.00440209277789
i	0.0020476888431	4.2886525437e-05	3.43429840541e-05	0.00103185379871	0.2384886536	0.441876308955	0.233083374903	0.0621608636574	0.0147050142791	0.00189717378518	0.0046318606593
k	0.0014768270177	3.51295491457e-05	6.4160622518e-05	0.00070201456877	0.10929895568	0.412337122985	0.295179298301	0.105886747886	0.048291503093	0.00947817259506	0.0172501136198
a	0.00335231374257	4.24122363819e-05	8.1051789506e-05	0.00059791810459	0.0664222296267	0.369244627662	0.329247329434	0.134796292629	0.0619101126977	0.012386156965	0.0219196093066
è	0.00430403188086	5.16154414606e-05	5.3652020502e-05	0.00020738935553	0.0227656669089	0.265566185887	0.464576813145	0.181736907543	0.0422244868992	0.00562737648833	0.0128859112022
c	0.00177995074582	4.03578364869e-05	6.6971186834e-05	0.000114437800843	0.00873434260297	0.169596005296	0.451926757715	0.230797742514	0.0864507499664	0.0210883215628	0.0294043720674
h	0.000604428251807	3.41370334956e-05	7.98652419447e-05	0.000107854162281	0.00570874506766	0.0916780570987	0.282929798238	0.247462760838	0.246267103322	0.0591981938543	0.0659290806891
i	0.000912245868269	9.33754624985e-05	0.000127606855648	6.5741722427e-05	0.00385032379589	0.0372458663662	0.137259658413	0.372708173613	0.308383981107	0.0596161306181	0.0797369102297
o	0.0195641402228	0.000685579530833	0.000341360941883	2.96421984757e-05	0.00141919325863	0.0167833882887	0.115776896138	0.536869317871	0.186793322702	0.0366450818727	0.0850920767432
l	0.0250945126323	0.000822631473611	0.000351020447294	3.79706174919e-05	0.00210836883954	0.00775669092957	0.0839499907127	0.444631792624	0.222589223234	0.0686022162909	0.144055608914
ù	0.00881637446877	0.00031825888587	0.000205447435765	5.5016671164e-05	0.00244241524651	0.00461787817652	0.0435343522376	0.313490320875	0.329150547745	0.123657348764	0.173712042971
s	0.00337993510626	0.000146411994623	0.000152496629588	4.5255131388e-05	0.00141183628217	0.00422518892551	0.0439882024125	0.312839990292	0.358101035915	0.130246310921	0.145463307657
t	0.00113168159102	5.29148536977e-05	6.27622838293e-05	2.43804907627e-05	0.00094881520939	0.00369216473517	0.0367652061375	0.252504343431	0.383481938638	0.15612076164	0.165215005886
r	0.00038651995594	2.48502467226e-05	4.06383289098e-05	2.79660298876e-05	0.000972936018463	0.00151608027172	0.0141978141792	0.165865544477	0.445850059546	0.178999780547	0.192117775295
o	0.00297874043865	0.000689593056908	0.000894025634303	5.28846002959e-05	0.00104395495615	0.00155539655724	0.00770093605973	0.113011374826	0.431185546515	0.197286793516	0.243600718432
a	0.0116719978129	0.0020321799523	0.00250449304477	8.30415887653e-05	0.00058519848205	0.00170060268575	0.00673794855324	0.0784078776087	0.259159882172	0.328080421172	0.309036342811
n	0.011739999723	0.00181019115477	0.00218216505559	7.01569510884e-05	0.000393638940683	0.000954302178583	0.00562184151775	0.0737351718696	0.160006944057	0.429047847057	0.314437737604
