 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.582794145	0.383139305	0.0292475185	0.00274423854	0.00174355975	0.00030961828	1.671327145e-05	2.91807322e-06	1.92656501e-06
a	0.562949551667	0.377281288333	0.0574257825	0.00120381507333	0.00100077166667	0.000130743852	6.17032210667e-06	1.03744827867e-06	8.2123738e-07
r	0.478245488222	0.456288739444	0.0640782861667	0.000750389057777	0.00055552943889	7.76587693333e-05	2.80060265889e-06	4.23037201557e-07	6.85278763333e-07
ì	0.177602990674	0.766514363148	0.0443755673889	0.00236757181926	0.00890490597963	0.000217931103111	1.48881655196e-05	5.92202750519e-07	1.17785905444e-06
s	0.0846095304913	0.707031171049	0.190629112463	0.00472095747309	0.0119053164265	0.000934638167704	8.97234608399e-05	2.06916564168e-05	5.88224922848e-05
a	0.0546366591638	0.654565507016	0.267997604154	0.0089992161577	0.0123305139088	0.00123964542257	0.000124246596947	2.79146140389e-05	7.86530684949e-05
e	0.0216733738213	0.530023539005	0.420066384718	0.0140364793859	0.0134196100696	0.00067625042219	6.64046872157e-05	1.03305162963e-05	2.7605656775e-05
N	0.0136369080404	0.276319456335	0.692524744906	0.011117460562	0.00596444884653	0.000358626775397	4.76974973052e-05	8.44028981543e-06	2.22273274683e-05
ì	0.0165642743468	0.167415937112	0.791576214969	0.0179516282873	0.00483977933884	0.0012695133118	0.000264245935768	3.06958632718e-05	8.77730781561e-05
c	0.0125190983156	0.0981860773707	0.844106471656	0.0258588164291	0.00866883811295	0.00839412020393	0.00166704524526	0.000226118194424	0.000373463059385
h	0.0047132535252	0.0627271937902	0.588926413885	0.119834180476	0.111028534704	0.0979242644013	0.00834697008175	0.00263708749814	0.00386208018646
o	0.00332975206173	0.0260401550301	0.229455604628	0.324418436825	0.270866538235	0.1281373348	0.00964610102725	0.00327992457605	0.00482612192549
e	0.00284911303724	0.0111262612567	0.0906547225427	0.386990012275	0.437719492745	0.0633752649333	0.00439071400908	0.00114336637868	0.00175105507183
e	0.00112874304908	0.00392811902223	0.0331107753476	0.269806500758	0.623731030915	0.0610754249778	0.00588408900303	0.00047409313956	0.000861216123943
e	0.00072676292636	0.00144634974408	0.0117645381959	0.152903483586	0.678383710305	0.129940541659	0.0225967616677	0.000623600983187	0.00161424824131
n	0.000490803904287	0.00056159948736	0.00429553321197	0.089745357862	0.497632576768	0.33041752722	0.0539200272226	0.00979311902773	0.0131434684138
è	0.0019772466736	0.00021866650312	0.00191458987066	0.0554170272873	0.265056255589	0.481810732407	0.151607269074	0.0177702836759	0.0242279271379
c	0.00251859064787	0.000112219732373	0.00132905697022	0.0341696677624	0.145130180196	0.511181534136	0.253756673025	0.023909827892	0.0278922613793
h	0.000892303356623	6.2914831791e-05	0.00077468744874	0.0200000138541	0.0702235670653	0.481765951379	0.275075564342	0.0686708892973	0.0825341164598
u	0.000496197036208	5.6721491597e-05	0.00056868156158	0.00977485511803	0.0308928933551	0.332283803793	0.413384644781	0.0869434390991	0.125598770487
n	0.000361626892403	5.0238883199e-05	0.000587449700527	0.00644306137268	0.0164863573517	0.259808014598	0.475133821594	0.0932371656997	0.147892298496
f	0.000127960427134	2.70105443997e-05	0.000302475840842	0.00334094850423	0.0070792653839	0.194866962066	0.350890213865	0.2035374719	0.239827722832
a	6.15576100447e-05	2.02350441332e-05	0.000135799252281	0.00184093404808	0.00444632549463	0.0708358948887	0.425646394622	0.242689393967	0.254323477611
m	7.81942550149e-05	5.97195400444e-05	0.000248106095427	0.00196610504936	0.00421910143154	0.0395888819629	0.443554921541	0.204695351322	0.305589619204
è	0.000363884418338	0.000147842316681	0.00155919856514	0.00421958594979	0.00901276707718	0.027828859521	0.248989573847	0.345848850441	0.362029456401
n	0.000479364919446	0.000149677253227	0.00210884971171	0.00428701228326	0.00982750975906	0.012655586907	0.172515911282	0.46840213348	0.3295739688
a	0.000328683409815	0.000221058245409	0.00192832812724	0.00369499689442	0.010953525653	0.00723836540233	0.136554347094	0.485377674493	0.353702982933
m	0.000236209909938	0.00024143790747	0.00162627993575	0.00352144316481	0.011506066651	0.00455557110078	0.0604508270313	0.423881414831	0.493980704311
a	0.000331852299979	0.000593497614823	0.00119297873858	0.0034016569216	0.014128330317	0.00362304276693	0.0333824136771	0.40520817161	0.53813804477
i	0.00280897907999	0.00280942523827	0.00204307371286	0.00479933664053	0.0194475761057	0.00418739735564	0.0385717978924	0.436039267203	0.48929314159
</S>	0.00510290674	0.00457279771913	0.00258629720643	0.00475197832026	0.0167197770529	0.00417286632782	0.0445675139462	0.395901498602	0.521624345795
