 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.98161677	0.012166869	0.00598053745	0.000220465745	1.234985745e-05	1.310073475e-06	1.447904915e-06	2.2367110485e-07	4.6020197e-08
ù	0.982657603333	0.0142394276667	0.00301254895	8.43359226933e-05	4.82154355e-06	6.51708728333e-07	5.52696234667e-07	8.007171285e-08	3.18047316667e-08
o	0.812995094444	0.154617611556	0.0323548298167	2.94186386244e-05	2.16560818333e-06	6.02090229444e-07	2.17379769222e-07	5.06905322833e-08	6.29841918889e-08
o	0.534109044815	0.405738837185	0.0601352466056	1.41815714081e-05	1.74274782778e-06	7.52898209815e-07	1.24833257741e-07	4.24520300944e-08	6.93614982963e-08
f	0.321295674938	0.614555712395	0.0603277522019	0.00343021577897	0.000350372719476	1.57677451366e-05	2.07684807159e-05	1.06384187603e-06	2.6810898571e-06
r	0.164234870313	0.585865030798	0.237639887401	0.0110973182597	0.00104548470649	6.30049550455e-05	4.47898969053e-05	2.58627572534e-06	7.01865395237e-06
a	0.0785572234377	0.616663750266	0.2925610378	0.0109464501532	0.00116135425216	6.90934800152e-05	3.31425095351e-05	2.06865127178e-06	5.84830134246e-06
b	0.0360899521459	0.729739530089	0.2102946746	0.0213467444511	0.00229611690072	0.000100967988338	0.000113044122078	5.42243452059e-06	1.34803314725e-05
b	0.0171734578486	0.481086678363	0.4645265282	0.031658882817	0.00490430776691	0.000455315549446	0.000159849534026	1.09593725069e-05	2.40150928242e-05
i	0.0169571767495	0.485808294454	0.4690476974	0.0222459046057	0.0052905133223	0.000538113959815	8.74519590087e-05	8.25006999563e-06	1.66417665747e-05
k	0.0166004399298	0.494250731485	0.434275070467	0.0475747452019	0.00658026684077	0.000385231949938	0.000286377584003	1.50505794919e-05	3.20756601582e-05
è	0.00636493388993	0.260075043828	0.617029256822	0.0777373350673	0.0371432512803	0.00114294490331	0.000450299431334	1.77187014973e-05	3.92160457194e-05
s	0.00289548406331	0.197254061276	0.679232338941	0.0729209550224	0.0458781737601	0.00132646271444	0.000393175237111	2.98530608324e-05	6.94996175731e-05
s	0.00111049722777	0.112438949792	0.586165866314	0.270283351674	0.0279373705867	0.000969001484813	0.000891233385704	4.82763122775e-05	0.000155440045858
a	0.00475150874926	0.0395673000307	0.299703456105	0.570467917225	0.0686116661956	0.0145665725616	0.00203626489523	8.11282627592e-05	0.000214237525286
