 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.94703897	0.015981871	0.036722738	0.00021449177	3.30542115e-05	6.5609597e-06	1.2901384e-06	1.04258537e-06
à	0.823893606667	0.01279363	0.162765378	0.000386222563333	8.33221725e-05	4.86060502333e-05	6.25073976667e-06	2.29901026233e-05
b	0.490052678889	0.058007289	0.432518969333	0.00773565288778	0.0062094517875	0.00363073790674	0.000884524940589	0.000960675977541
b	0.20820114963	0.336921703	0.428217383111	0.0110160840626	0.00838546281583	0.00480923784891	0.00119284574353	0.00125608735468
e	0.07973970221	0.583094321	0.305825811037	0.0240734387875	0.00454880915861	0.0018471479163	0.000429119827843	0.000441635475393
t	0.03230391807	0.644349957	0.267742833679	0.0476356229292	0.00639912771954	0.00114219745877	0.000202689625948	0.000223664583464
o	0.04510752769	0.534988112333	0.22884327456	0.169534197643	0.0194035135732	0.00176380865292	0.000177236068649	0.000182328314488
u	0.0681918738967	0.254748420444	0.173359078187	0.427282852548	0.0716303101911	0.00446368198431	0.00015925919955	0.000164502991496
k	0.0467851054322	0.133891493148	0.274995612729	0.453123424183	0.0852889377304	0.00509818729477	0.00045017064985	0.000367024083832
o	0.0912528346107	0.105661421049	0.356537527576	0.376054941394	0.0660310769101	0.00345150406492	0.00060761189995	0.000403069164611
r	0.104964337654	0.0588589093497	0.306987165859	0.451510560465	0.0719669656367	0.00429183935497	0.00050772492665	0.00091250403487
a	0.040410775668	0.0263531476166	0.23791477762	0.594171853488	0.0913910985456	0.00780577811832	0.000729012518883	0.00122352944496
s	0.0188619628977	0.0105915552722	0.0928338232067	0.733022961163	0.130054196182	0.0116401867061	0.00114297130629	0.00185231164832
ì	0.0074475686409	0.0043078451574	0.0370084232356	0.741902917054	0.186457005394	0.018906634902	0.0017110211021	0.00225854068277
u	0.0040838828803	0.0017011851458	0.0127933840799	0.612526665685	0.314296921798	0.0504940793007	0.00195298963403	0.00215087942759
è	0.0019838517601	0.000667119025267	0.00433176111797	0.373157615228	0.444607683933	0.158543116434	0.00471948814468	0.0119893773425
n	0.000830586337433	0.000260294488422	0.00155627610932	0.245849325076	0.477889887978	0.217664602145	0.0279801890482	0.0279687921142
a	0.000433223563211	0.000118421386141	0.000602143714773	0.188074659359	0.485482709326	0.254754357382	0.0387960996827	0.0317383447047
n	0.00030242659457	0.000134423768714	0.000224638112591	0.164368590786	0.520993423109	0.247863579127	0.0348340765609	0.0312788462349
e	0.00035979539169	0.000138847156238	9.41247888637e-05	0.137273375462	0.442278647703	0.341341053042	0.0336672918536	0.0448468854116
à	0.000410168253897	7.51599914127e-05	7.86607882879e-05	0.0486992506873	0.274987142568	0.571153427681	0.0312947912845	0.0733013951372
s	0.000171113676466	3.36881021376e-05	5.83837765293e-05	0.0200808898291	0.181985987523	0.527011855894	0.139271684762	0.131386365046
p	5.87978704887e-05	1.72550200459e-05	2.32451386098e-05	0.00932212077637	0.107444371174	0.294856881965	0.416728181587	0.171549151682
r	4.83534599962e-05	5.8682113682e-05	3.94859522033e-05	0.00473498972546	0.0406183827247	0.143955077322	0.606177960529	0.204367080561
o	0.0013614699	0.000415744177894	0.000329775594068	0.00433375447515	0.0273896189082	0.0976575391073	0.560806256843	0.30770581352
</S>	0.00265694815	0.000727077788947	0.000596288577034	0.00480091723757	0.0302734409541	0.0834669895537	0.499894953422	0.37758333676
