 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.80914807	0.1800216815	0.0103716114735	0.00043720626	2.0118117e-05	8.25023785e-07	1.755385295e-07	1.143389605e-07	2.08325075e-07
n	0.51789054	0.466286093833	0.0144450291578	0.00125743730667	0.000113778019667	6.33913726167e-06	3.464769065e-07	1.288495655e-07	2.89808185e-07
e	0.231329628333	0.642615331278	0.121599174386	0.00317321576889	0.00127370375656	8.12500702056e-06	4.75759118833e-07	9.47871138333e-08	2.29610015e-07
s	0.105651114611	0.586010463759	0.282010578129	0.0228255465896	0.00316696201885	0.000315231419607	8.73545420628e-06	1.20077940128e-06	1.01552791583e-05
p	0.0713993117037	0.39639565792	0.408475539376	0.0780425128632	0.045096414573	0.000547486373202	1.99847670688e-05	2.89566656709e-06	2.01749237194e-05
ì	0.0555745956012	0.157385674973	0.647643079792	0.0807626902877	0.058249004791	0.000352554224401	1.64406950896e-05	2.38176851903e-06	1.36142941798e-05
c	0.0193328779337	0.0558953652243	0.829494826597	0.0618362094292	0.0277563995303	0.0047728539748	0.00036783592743	8.20494803363e-05	0.000461645604667
c	0.0068591777779	0.0209305949081	0.587989782199	0.352158476476	0.0228745261768	0.00780573712493	0.000562118419143	0.000127469899112	0.000692142578222
e	0.00262473980263	0.0077973069127	0.395758850733	0.545573692159	0.0430017483923	0.00451130407498	0.000336909566381	6.64823473707e-05	0.000328997838074
t	0.000928011868877	0.00290135720423	0.429939750244	0.50589553072	0.0537616351308	0.00597162725833	0.00030833278546	4.17009734569e-05	0.000252067021358
s	0.000352075845626	0.00117846859141	0.282507570081	0.570721043573	0.114397126044	0.0283118747528	0.00106171284182	0.000182038733486	0.00128811151379
a	0.000995942813209	0.000913301463803	0.114678346694	0.571178214524	0.275063258681	0.0338559510509	0.00151346531394	0.000227975816495	0.00157357885793
o	0.00213265333774	0.000968319344601	0.0417877646447	0.376450439175	0.55087406956	0.0243976331503	0.00241628180465	0.000140522200832	0.000832353785977
s	0.00172326297925	0.0005505678282	0.0145613681616	0.186498474058	0.68697983652	0.0982378143834	0.00607056270155	0.000946244990277	0.00443188750866
ò	0.00125692512642	0.0002341700494	0.0051996823172	0.115405641353	0.74496235884	0.119828783128	0.00630931743385	0.00120330199343	0.00559981404955
z	0.00104919520967	0.0001069826628	0.00263936833573	0.306232120451	0.606030489613	0.0746755147093	0.00455660667795	0.000913336461143	0.00379638546318
o	0.00111616823742	0.000179892943933	0.00177222284358	0.367863143984	0.510325813204	0.102092590236	0.0112671168927	0.00103016965371	0.00435289338773
s	0.00113985253981	0.000199582695644	0.000619152217527	0.130344916161	0.581535627735	0.249062550079	0.0209565822976	0.00290973025124	0.0132320481292
p	0.00038978910827	8.0806034548e-05	0.000249228597176	0.0537707307203	0.416666069245	0.408547190026	0.0514806410992	0.0166692564171	0.0521463173764
i	0.00784660203709	0.000320055643183	0.000123820849392	0.0214038625134	0.253554881748	0.528529070009	0.0987789620331	0.0218173014724	0.0676254207921
c	0.0104257385957	0.000468739494394	0.000145783563464	0.0111923207778	0.129683236916	0.633155223336	0.107143737344	0.0188656241575	0.088919580264
c	0.0043535859819	0.000253127348131	0.000164879252155	0.00783412635927	0.081374939972	0.447413657112	0.150611489115	0.0475214223858	0.260472773421
è	0.016783946194	0.000898633536044	0.000484166231718	0.00467920121976	0.0589506339907	0.319377368371	0.205808853038	0.0668283454619	0.326188834474
t	0.0201500536513	0.00109971806315	0.000678831727239	0.00424430033992	0.0378290673302	0.494327376124	0.155981317679	0.0539231598206	0.231766148158
s	0.00671721109581	0.000369056706733	0.000332026381256	0.00221044793497	0.0237537239101	0.526328032041	0.130747065893	0.0708477566069	0.238694626053
i	0.00269155882398	0.000200015466794	0.000124279487929	0.000768778846657	0.00916054190337	0.39392231068	0.243605865298	0.083502633869	0.266023968684
t	0.00135247230833	0.000149636653598	5.74411342097e-05	0.000330121228886	0.00422515176779	0.323088440227	0.292330168433	0.0912624362897	0.287204099561
s	0.000454834093143	5.63890623327e-05	2.18549840699e-05	0.000161432876295	0.00172601384493	0.219700481409	0.250051092811	0.206888538763	0.32093932652
e	0.000664364887748	0.000155738107244	5.822374779e-05	0.000143733178765	0.00221992037064	0.104951681803	0.246876880937	0.240641506254	0.404287935507
g	0.000740775892583	0.000199684909081	7.26338426967e-05	0.000153206946255	0.00242922405021	0.0658461702677	0.186203326979	0.199381482085	0.544973511836
r	0.000256064163194	7.8327627927e-05	2.75802983989e-05	7.45426147517e-05	0.0012219746434	0.0293112554226	0.0925347106597	0.223104990695	0.653390603945
à	0.0031720067234	0.000561717937542	0.000351471036866	0.000439390870917	0.0059908707478	0.0329758384742	0.0500841918866	0.182124180232	0.724300367982
t	0.00414336257047	0.000725282420847	0.000469569887622	0.000560490196306	0.00724707243927	0.0385410434914	0.0415943539622	0.175342206744	0.731376632661
s	0.00138608389116	0.000246902502616	0.000168924335874	0.000196183867102	0.00244427715176	0.0208492659971	0.0344302433207	0.270141145581	0.670137000887
i	0.00227235913539	0.00116868028821	0.000649865809958	0.000635460051367	0.00621616586592	0.0301845338324	0.0278393304402	0.239360103527	0.691673546962
</S>	0.00384562276769	0.00221065649411	0.00121318910498	0.00116185102568	0.011188735933	0.0482169719162	0.0287916462201	0.150319659263	0.753051723481
