 	Marika	è	che	si	sposa	domani	</S>
M	0.689774375	0.22100738	0.08567558875	0.00317815985	0.000213203976	0.00010818099735	4.304758e-05
a	0.667389611667	0.24024359	0.08820667925	0.00383974705	0.000251868468667	3.94763430167e-05	2.9011123e-05
r	0.531832642222	0.36926766	0.0936300960833	0.00479123825	0.000400886166222	1.80946079056e-05	5.93715673333e-05
ì	0.189272608907	0.481267746667	0.287697765361	0.0346212638833	0.00688761388874	3.90338458685e-05	0.000213929755778
k	0.0661193151357	0.324901668889	0.399087761787	0.131638451294	0.0193649506296	0.0554769649906	0.00341083431859
a	0.0266167768786	0.200202106296	0.447118393929	0.204143643765	0.0431625695432	0.0741112730302	0.00464515397286
è	0.0140574334595	0.115762072099	0.54262774131	0.228532501255	0.0697060225144	0.0257575851101	0.00355660732429
n	0.0079636659365	0.0694602606997	0.472554997103	0.339667357085	0.0755357721715	0.0269954291034	0.00782252924143
a	0.0034223359955	0.0326256391999	0.270333361701	0.374950799028	0.258447820724	0.0349731703678	0.0252468590805
r	0.0018938737785	0.0117260505666	0.1241075099	0.348353723009	0.442132213575	0.0211003607226	0.0506862503602
m	0.00107245717283	0.00437943331553	0.0676377973333	0.263298040003	0.404848444525	0.0427154815075	0.216048351787
a	0.00332961675761	0.00197032813184	0.0229924499211	0.103243740334	0.497923181508	0.0814363805025	0.289104303929
s	0.0036584372832	0.00104847387461	0.00825492472703	0.0492789314447	0.659872940503	0.0618481048342	0.216038177976
t	0.00123511857507	0.00036100387087	0.00307051984068	0.0279045169816	0.598394866834	0.0653333529447	0.303700629325
ì	0.00201818530836	0.000152820643623	0.00104157104523	0.0097098404572	0.345360901611	0.338250610982	0.303466093108
à	0.00420863393612	0.000127509432541	0.000369990939743	0.00328265369973	0.125654817404	0.708112236994	0.158244178703
v	0.00335486560904	9.0013572847e-05	0.000137924937248	0.00111158399791	0.0428619125013	0.885861495665	0.0665822302343
v	0.00232790386668	0.000213104122949	0.000388727321749	0.000456414206637	0.0161473400004	0.889093915222	0.0913726130781
r	0.00204377627556	0.000363366684316	0.00116187537392	0.000540717395546	0.00845680010013	0.633225765074	0.354207694359
i	0.125865375879	0.0110034073214	0.0107799492246	0.00369561376518	0.0114148134667	0.334101068358	0.503139764786
</S>	0.25060703794	0.0216590476607	0.0199399426123	0.00665476288259	0.0160722567333	0.244415714179	0.440651232393
