 	avete	cucinato	le	verdure	</S>
a31	0.17444276	0.43729035	0.193516475	0.073426645	0.1213237175
a46	0.21275228	0.436390396667	0.201769758333	0.064882865	0.0842046741667
a20	0.293420733333	0.359123098889	0.187976436111	0.0788055196667	0.0806742013889
a31	0.287059024444	0.306413046296	0.155633552037	0.183408854556	0.0674855227963
a17	0.235005748148	0.276960128765	0.184943044012	0.252375368185	0.0507156949321
a31	0.178228409383	0.369700129588	0.173229464671	0.212158296062	0.066683666644
a35	0.112897338461	0.414935893196	0.112522650224	0.194232972021	0.165411148881
a31	0.072766529487	0.312951761065	0.082295396408	0.19231124734	0.33967508296
a46	0.043606779829	0.191536167022	0.0567258584693	0.293159069113	0.414972127653
a38	0.0219848908097	0.101086542341	0.0367221708231	0.368021856371	0.472184525884
a17	0.0110754658032	0.059439267447	0.023622625941	0.321989542124	0.583873091961
</S>	0.0082415229016	0.0492682837235	0.0202673624705	0.300661986062	0.62156084598
