 	non	ho	dove	d	andare	</S>
a20	0.314698725	0.20104432	0.0614673515	0.0316880105	0.100694325	0.2904072425
a31	0.432812295	0.264191133333	0.0514327598333	0.0331127831667	0.0678503293333	0.150600671167
a37	0.489491965	0.330209504444	0.0374405842778	0.0216070057222	0.0414700087778	0.079780892389
a31	0.476524068333	0.376615238148	0.0308392464259	0.0170563479074	0.0407991809259	0.0581659031297
a29	0.346937532778	0.316236476049	0.0274298668086	0.0241040089691	0.128848746975	0.15644338671
a41	0.216573000926	0.20798708535	0.0324290469362	0.023677427323	0.252216232325	0.26711723557
a31	0.182048690309	0.211017091783	0.0285225639787	0.0278245241077	0.255974577442	0.294612571857
a18	0.152599213436	0.212897087261	0.0190862149929	0.0417348877026	0.256242042481	0.317440557286
a31	0.104350551812	0.153764340754	0.0150236366643	0.0495510892342	0.283852360827	0.393458025762
a39	0.0597820062707	0.0969754652513	0.0118941158881	0.0526592724114	0.355447500276	0.423241651921
a31	0.0310654019236	0.0557309750838	0.0094294929627	0.0536643674705	0.403452066759	0.446657693974
a8	0.0179464418079	0.0327151800279	0.00966710065423	0.0764469141568	0.408695815586	0.454528564658
a31	0.0133825272693	0.0266213783426	0.0103898162181	0.0818891737189	0.417280345195	0.450436798219
a8	0.00842688825643	0.0177549394475	0.00987743073937	0.0702800102396	0.388919888398	0.50474086274
</S>	0.00658274737821	0.0139364897238	0.00963964836969	0.0742691751198	0.390169784199	0.50540216137
