 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.16101519	0.149861278	0.039675377	0.0419455225	0.17209388	0.0426139905	0.05569607	0.114743197	0.2223555075
a31	0.19364765	0.184557226	0.0439823056667	0.0459450168333	0.236569036667	0.0682734835	0.0453260806667	0.0835295236667	0.0981696995
a20	0.23156607	0.127809646333	0.0759427305556	0.0891834366111	0.284630502222	0.0661111091667	0.0288716798889	0.0508920682222	0.0449927545
a29	0.19164501	0.077912823111	0.190799830185	0.18845167887	0.236782105407	0.0428481477222	0.0131601272963	0.0324369664074	0.0259632891667
a37	0.114394896667	0.0518781103703	0.252161496728	0.232465702957	0.130028388802	0.0326270215741	0.00806650409877	0.130701265469	0.0476765913889
a8	0.081158720889	0.0289032462901	0.177434877243	0.167509905652	0.0941491236007	0.0413589981914	0.0199599580329	0.252711551823	0.13681358713
a20	0.077955458963	0.0269897972634	0.178857344081	0.156086896551	0.0933415278669	0.0597972447305	0.0247103096776	0.224250638608	0.158010739043
a31	0.090858651321	0.0501717074211	0.19878666136	0.175152282184	0.0971008276223	0.0527626315768	0.0406253235592	0.180631947536	0.113909933014
a29	0.0762486147737	0.0507304234737	0.140925908787	0.131544287395	0.0763718222074	0.0358118715256	0.0532827311864	0.307426209179	0.127658141005
a37	0.0424034392579	0.0275522584912	0.103156726262	0.0985459991317	0.0442406404025	0.0303247681752	0.0374852670621	0.465711019726	0.150579910335
a29	0.0323659957526	0.0189983614971	0.0835673220873	0.0815815830439	0.0384499701342	0.0300251597251	0.0292626816874	0.521736966575	0.164011956778
a31	0.0505324129175	0.0583836061657	0.100207645696	0.0906967910146	0.0578066217114	0.0288202189084	0.0332151898958	0.412787988858	0.167549522259
a20	0.0588143826392	0.0747668063886	0.129591458565	0.118247180338	0.0669143522371	0.0261029539695	0.0520683732986	0.312278402953	0.16121611742
a31	0.0438206758797	0.107008686463	0.147350586188	0.124568032113	0.0734675027457	0.0210962646565	0.0454599100995	0.255121087651	0.18210726914
a37	0.0362990986266	0.131663965488	0.172343462063	0.142726539371	0.0843255529152	0.0178488105522	0.0245533083665	0.154344865884	0.235894409713
a46	0.0307148882089	0.0773022671627	0.206406257354	0.204859873124	0.0778807309717	0.0227540588507	0.0197750187888	0.134027445295	0.226279469904
a31	0.0253475017363	0.124930521054	0.186952252451	0.188973885708	0.0961633769906	0.0194974996836	0.0138695519296	0.115209558432	0.229055833301
a0	0.0184914482454	0.158055448351	0.148964130817	0.122543349903	0.13383818233	0.0125975662945	0.0155285606432	0.090000566144	0.2999807111
a31	0.0140211874151	0.143787324117	0.135040496939	0.118635223301	0.134838220777	0.0104690536648	0.0203210588811	0.116461592048	0.3064258037
a1	0.0101910290384	0.139497463039	0.100114792313	0.106117187767	0.146367250259	0.0075388131216	0.0385865892937	0.147101174016	0.304485684567
a13	0.00807262974613	0.0981119926797	0.101951760771	0.0915726109223	0.228339870086	0.0159881303739	0.0513741644312	0.126384248005	0.278204591522
a39	0.00732286974871	0.0712792548932	0.15770675359	0.139162885307	0.257958530029	0.031882005458	0.0452763591437	0.0935476376683	0.195863703841
a18	0.00665551174957	0.0541484742977	0.19428392453	0.187027428436	0.18634703001	0.054273368486	0.0472824600479	0.104098564223	0.16588326128
a8	0.0136303254165	0.0450279494326	0.150208078177	0.155133076145	0.137247750003	0.0570485618287	0.054389932016	0.194976461408	0.192337897093
a28	0.0175387201388	0.0481809224775	0.092288936059	0.0977253673817	0.122578845001	0.0538854409429	0.0526526930053	0.274543160469	0.240605915698
a31	0.0105875423796	0.0472879351592	0.0619457476863	0.0593134891272	0.0834642800003	0.0452750623143	0.0620383700018	0.28849321349	0.341594338566
a8	0.0075249767932	0.0368602230531	0.0463290262288	0.0494379010424	0.0606953180001	0.0252338964381	0.0759812400006	0.28940537783	0.408532039522
a37	0.0074803422644	0.039169517351	0.0541504000763	0.0586520436808	0.0605365663334	0.022289402146	0.0728097100002	0.258400945943	0.426511089841
a31	0.0055535973548	0.048282344117	0.0438170168588	0.0425774215603	0.0494630111111	0.0189608850487	0.102648293333	0.267921175314	0.420776259947
a21	0.0037858000516	0.0517515337057	0.0280695134529	0.0290742641868	0.10717087037	0.0259462510162	0.138388191111	0.267559378438	0.348254186649
a31	0.0036287840172	0.0564424012352	0.021251727151	0.0227285307289	0.11806190099	0.0294566290054	0.148087773704	0.283548722813	0.31679352555
a20	0.0036111925724	0.0591141254117	0.0139437368837	0.015037395243	0.0834794328633	0.0737873716685	0.158924384568	0.283722350938	0.308380015183
</S>	0.0031078936362	0.0569645002058	0.0145151826918	0.0159518311215	0.104074603932	0.124756355834	0.164386732284	0.223105265469	0.293137642591
