 	sto	e	cucino	</S>
a31	0.52984167	0.20397319	0.1054005625	0.160784585
a20	0.53929172	0.257467396667	0.104860750833	0.098380147
a31	0.569677703333	0.280523872222	0.100977276944	0.0488211896667
a37	0.522652424444	0.265066124074	0.165321232315	0.0469602802222
a18	0.435921311481	0.219840961358	0.218138894105	0.126098875074
a31	0.465768730494	0.164190763786	0.195900251368	0.174140251691
a20	0.427623166831	0.173406191262	0.184961300456	0.214009340564
a31	0.309755702277	0.152455710421	0.204249236819	0.333539363521
a28	0.234753467426	0.101793946807	0.18149089894	0.48196169784
a33	0.212947182475	0.0878831389357	0.144527216313	0.554642452613
a31	0.164304104825	0.0584768673119	0.114761438771	0.662457570871
</S>	0.0902541434125	0.039324195156	0.0872876193855	0.783134035435
