 	avete	cucinato	le	verdure	</S>
a20	0.23117507	0.38938627	0.169164365	0.0830966675	0.127177618
a31	0.291799136667	0.44764978	0.129484736667	0.0594461805	0.0716201716667
a37	0.350716075556	0.422290226667	0.139335050556	0.0426889615	0.0449696815556
a10	0.339216508519	0.349499098889	0.180109236852	0.0559151188333	0.0752600645185
a20	0.27678997284	0.288721336296	0.218402528951	0.0957287696111	0.120357428173
a28	0.201206227613	0.237344672099	0.27579464965	0.130771543204	0.154882909391
a20	0.122175910538	0.232963307366	0.300201223217	0.135743257735	0.20891631313
a33	0.0626754485127	0.203505337455	0.222553617739	0.132176649245	0.379088944377
a8	0.0349682341709	0.127333782818	0.118620825913	0.131573193082	0.587503948126
</S>	0.0264158685855	0.093126334409	0.0886934279565	0.130457696541	0.661306674063
