 	avete	cucinato	le	verdure	</S>
a29	0.23814798	0.396146075	0.16467653	0.079338465	0.121690936
a38	0.298141083333	0.417973295	0.129612598333	0.0799154183333	0.0743576136667
a31	0.354552304444	0.372385358333	0.127129307778	0.0830730744444	0.0628599588889
a11	0.346119334815	0.330289376111	0.165654269259	0.0796302564815	0.0783067482963
a37	0.278609848272	0.275133698704	0.197510029753	0.102659315494	0.146087111432
a11	0.199573229424	0.200432256235	0.210204189918	0.146738425165	0.243051903811
a31	0.148157769808	0.179694295412	0.201414179973	0.222450138388	0.248283587937
a20	0.107342447603	0.169428146804	0.169504869991	0.335201269463	0.218523235979
a31	0.060382968201	0.130555277268	0.115135689997	0.345934679821	0.347991365326
a39	0.0308855464003	0.0905714900893	0.0804456566657	0.348227466607	0.449869841775
a13	0.0192816888001	0.0549462110298	0.0743986438886	0.514069742202	0.337303683925
a18	0.0146113076	0.0419339856766	0.0534746166295	0.663647460734	0.226332584642
a39	0.0156812898667	0.0401056952255	0.0451489605432	0.642848773578	0.256215308214
a31	0.0122095946889	0.0294364496085	0.0432743191811	0.410971977859	0.504107726071
a46	0.00525794096297	0.0131957894028	0.034481245727	0.25334274262	0.693722325357
</S>	0.00345202298148	0.0085491642014	0.0308219753635	0.27006339631	0.687113462679
