 	il	dito	si	gonfiò	</S>
a39	0.239316585	0.28281359	0.17526679	0.13779133	0.164811755
a13	0.339878235	0.317356996667	0.170574496667	0.0829024756667	0.0892878256667
a31	0.432148868333	0.332161965556	0.135869476889	0.0525774222222	0.0472422585556
a20	0.435683856111	0.336733608519	0.106226576963	0.0699484520741	0.0514075355185
a31	0.387337868704	0.351751096173	0.106600000988	0.0872528356914	0.0670582151728
a11	0.340529949568	0.331193488724	0.130859578996	0.0717568058971	0.125660168391
a31	0.254225413189	0.323133752908	0.119912049665	0.0812761276324	0.221452689464
a39	0.16033565773	0.298296740969	0.0729129448883	0.157932282544	0.310522389821
a31	0.0913254342433	0.202775800323	0.0596062052961	0.228724320848	0.417568243274
a41	0.0531336207478	0.122865203441	0.0488496267654	0.228535076949	0.546616481091
a46	0.0375539625826	0.0970488358137	0.0294214095885	0.230027268983	0.60594851703
a31	0.0273702605275	0.0706076492712	0.0286261855295	0.203076580994	0.67031932901
</S>	0.0164087627638	0.0400112786356	0.0304358397647	0.163299427497	0.749844714505
