 	essendosi	vestito	</S>
a46	0.441563225	0.26079524	0.29764157
a31	0.411729298333	0.298710686667	0.28956006
a18	0.541577506111	0.271369888889	0.187052644
a31	0.52206333537	0.383151556296	0.0947851506667
a20	0.37342277179	0.549555985432	0.0770212788889
a46	0.369099627263	0.549131148477	0.0817692596296
a20	0.340432752421	0.447395816159	0.212171479877
a31	0.252456790807	0.461927592053	0.285615639959
a0	0.149050510269	0.587606270684	0.263343229986
a46	0.087751043423	0.632708453561	0.279540523329
a35	0.0741862728077	0.628888911187	0.296924814443
a46	0.0946115759359	0.641225937062	0.264162511481
a24	0.095511595312	0.728423519021	0.17606494516
a46	0.0629316717707	0.81603579634	0.12103253972
a24	0.0402374665902	0.826298585447	0.133463896573
a31	0.0220019228634	0.671721481816	0.306276555524
</S>	0.0199069934317	0.540741940908	0.439351047762
