 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.151212045	0.082679406	0.203653595	0.11839718	0.19934928	0.163745585	0.080962925
a20	0.276197908333	0.0743252976667	0.119188737	0.096495752	0.220769203333	0.140221661667	0.0728014663333
a31	0.449820349444	0.0680962175556	0.0676166763333	0.0490426063333	0.170327751111	0.119238970556	0.0758574514444
a37	0.475366083148	0.0850531175185	0.0436454494444	0.0295231747778	0.137779732037	0.0989101301853	0.129722295148
a31	0.531921917716	0.0864775758395	0.0338501184815	0.0238400265926	0.103649349012	0.0745541463951	0.145706820383
a30	0.467088375905	0.0536368852798	0.0226220507272	0.0190835085309	0.0787800053373	0.087155758465	0.271633375461
a13	0.305807238635	0.0355578677599	0.0135656574757	0.0120276448436	0.0633235907791	0.151272476155	0.418445498487
a20	0.267610696212	0.02370879792	0.0106429392919	0.00930904304787	0.053709924593	0.172514315385	0.462504272829
a41	0.197542142071	0.0246449473067	0.0084275233973	0.00635290111596	0.0396293311977	0.154900768462	0.568502374276
a33	0.22452419069	0.0270235011022	0.0106712752991	0.00661966070532	0.0319141990659	0.125964047821	0.573283098092
a31	0.26371694023	0.0303441537007	0.0144745267664	0.00985216990177	0.0393366283553	0.144356727607	0.497918822697
a41	0.17097408941	0.0248902913669	0.0106737605555	0.00960073646726	0.0462159004518	0.184503529202	0.553141707566
a0	0.0772335768033	0.013702860589	0.00460837318517	0.00905901248909	0.0512348358173	0.184953346401	0.659208035855
a31	0.0482540032678	0.008973860863	0.00497141509506	0.011040457663	0.0495950172724	0.201220242134	0.675945025285
a24	0.0301251747559	0.004468356121	0.00500855993169	0.0103284465543	0.0342667620908	0.217472954045	0.698329755095
a31	0.016421655752	0.00373918387367	0.00578531587723	0.0168120295181	0.0449822850303	0.291839954682	0.620419551698
a20	0.0124397737507	0.00353221102456	0.00692205329241	0.030036722506	0.0587018973434	0.382127958227	0.506239350566
</S>	0.0109293138754	0.00235446011228	0.0055219186462	0.035899075253	0.0562204971717	0.393466139114	0.495608575283
