 	venne	scritto	</S>
a31	0.33510013	0.281306965	0.3835929
a28	0.313461376667	0.277176041667	0.409362606667
a8	0.322802218889	0.260764313889	0.416433482222
a31	0.290452252963	0.285752091296	0.423795634074
a20	0.214383204321	0.300835727099	0.484781044691
a31	0.203671164774	0.332180459033	0.464148354897
a13	0.212674691591	0.360089179678	0.427236144966
a29	0.181131827197	0.351754479893	0.467113734989
a39	0.141362429066	0.317193193298	0.541444411663
a31	0.124896309689	0.285103424433	0.590000290554
a35	0.089097516563	0.331689634811	0.579212870185
a31	0.043223405021	0.327595881604	0.629180743395
</S>	0.0283198667605	0.272219495802	0.699460671698
