 	non	ti	dimentichiamo	mai	</S>
a8	0.27686092	0.207808605	0.071409172	0.16353307	0.28038822
a31	0.434992316667	0.222452438333	0.0587201696667	0.108330946667	0.17550414
a20	0.553932072222	0.257084886111	0.0382426757222	0.0589719465557	0.0917683813333
a31	0.598083937407	0.270309678704	0.0258971830741	0.0360579731852	0.0696511784444
a13	0.487341082469	0.286837559568	0.0219859466914	0.0336209300617	0.170214502815
a31	0.380836110823	0.271643209856	0.0223954135638	0.0529693156872	0.272156000938
a13	0.306572530274	0.234282696619	0.0208030348546	0.0710195652291	0.367322200313
a1	0.205199650091	0.188152682206	0.0127476860515	0.072894431743	0.521005533438
a31	0.18472923003	0.137017870735	0.0258953901172	0.117970983914	0.534386477813
a41	0.18066073001	0.129636163578	0.0339146930391	0.187042744638	0.468745639271
a15	0.144727393337	0.128758661193	0.0214425513464	0.180602431546	0.524468959757
a13	0.118312004446	0.103268237064	0.0150313174488	0.125443523849	0.637944919919
a31	0.154550654815	0.100939667021	0.0293539534829	0.138207051283	0.576948673306
a11	0.170540219938	0.0990127236737	0.0378534794943	0.209318830428	0.483274757769
a31	0.104719182646	0.0670805212246	0.0375267154981	0.240145603476	0.550527985923
a46	0.055107050882	0.0358049140749	0.0561759408327	0.255907381159	0.597004695308
a31	0.029202995294	0.020460668025	0.0626819746109	0.28637673372	0.601277615103
a46	0.014673861098	0.0129715343417	0.0618784342036	0.297661637907	0.612814521701
a31	0.010945033366	0.0120986621139	0.0656811647345	0.320835679302	0.590439457234
</S>	0.011857361183	0.014408294057	0.0655752723672	0.340543029651	0.567616053617
