 	non	ha	da	mangiare	</S>
a31	0.17130199	0.40350442	0.2372057	0.078117835	0.1098700135
a20	0.26810467	0.38248648	0.213044096667	0.0721002783333	0.0642644481667
a31	0.35912887	0.315485086667	0.156184208889	0.116827679444	0.0523741127222
a41	0.314918736667	0.297972112222	0.12561517963	0.211789289815	0.0497046595741
a10	0.251867185556	0.266972387407	0.145913699877	0.253223413272	0.0820233365247
a31	0.224791278519	0.354874639136	0.131057242626	0.184144452757	0.105132378842
a15	0.195881899506	0.477378263045	0.0902719582087	0.126212699252	0.110255152947
a31	0.140574446502	0.497333704348	0.0683686907362	0.110290763084	0.183432410982
a39	0.0794425841673	0.371147988116	0.0431825462454	0.179463607695	0.326763316994
a37	0.0490476200558	0.210781739372	0.0366511780818	0.296085362565	0.407434122331
</S>	0.0434902900279	0.182353554686	0.0355425090409	0.332190411283	0.406423251166
