 	vuole	pianto	</S>
a39	0.421607035	0.280368125	0.298024825
a31	0.470703401667	0.311760645	0.217535945
a41	0.518965733889	0.287927675	0.193106588333
a31	0.495207111296	0.320457845	0.184335052778
a37	0.387051817099	0.390758285	0.222189894259
a11	0.311743839033	0.365697015	0.32255913142
a39	0.309042559678	0.340327155	0.350630243807
a31	0.223773023226	0.311002175	0.465224781269
a46	0.113391207742	0.334544548333	0.552064260423
a31	0.0713931625807	0.323311872778	0.605294953474
</S>	0.0568527862903	0.251177546389	0.691969626737
