 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.31492404	0.148845235	0.16587717	0.0481706745	0.0644165875	0.0654383525	0.053389968	0.06970478	0.0692331825
a24	0.324042656667	0.167101801667	0.117820476667	0.0674078555	0.0749918858333	0.0847723408333	0.0503183946667	0.061499646	0.0520449208333
a18	0.218260382222	0.161623960556	0.108663622222	0.0885694085	0.0918258552778	0.104826856944	0.0499878505556	0.0900149913333	0.0862270386111
a31	0.162987374074	0.142487670185	0.105084755741	0.0942952161667	0.0976383417593	0.106214816981	0.0588317525185	0.102121162444	0.130338889537
a37	0.120152720025	0.111912558062	0.0833445119137	0.0763578130556	0.0791313739198	0.0826324369937	0.0676764558395	0.126029326148	0.252762816512
a21	0.0709305520083	0.0682411090207	0.0654856043046	0.0805850153519	0.0829971313066	0.0874721189979	0.0523394046132	0.181152058716	0.310797035504
a31	0.114644460669	0.10896115134	0.0845654934349	0.0867776671173	0.0999197571022	0.0963697083326	0.0422965258711	0.143935626239	0.222529615168
a37	0.12156048189	0.114800664447	0.0762488468116	0.0657969483724	0.0819558890341	0.0881236214442	0.0517352086237	0.134279568746	0.265498755056
a19	0.07183106663	0.0695282854823	0.0589327112705	0.0743680267908	0.0837433130114	0.0899813504814	0.0472069618746	0.183305052915	0.321103228352
a37	0.07660433321	0.0755216851608	0.0783849837568	0.108763582264	0.118212204337	0.0990245714938	0.0298363962915	0.156868540972	0.256783702784
a31	0.0808489044033	0.0784884883869	0.0744420369189	0.096425279088	0.101823223446	0.0840978084979	0.0213309699305	0.105352543657	0.357190750928
a39	0.0547451138011	0.0522465687956	0.041770171973	0.060587152696	0.0557856888153	0.059830245166	0.0326904794768	0.120945957886	0.521398636976
a35	0.0449969726004	0.0420509379319	0.028282179991	0.0469078948987	0.0434191076051	0.0483689073887	0.0432729134923	0.218396259295	0.484304832325
a20	0.0703088765335	0.062357841644	0.0354639813303	0.0357729442996	0.048177001535	0.0549241357962	0.0480930864974	0.247976753098	0.396925377442
a31	0.0667411318445	0.058744130548	0.0313184531101	0.0280623707665	0.0393121011783	0.0489583962654	0.0462004504991	0.172632846033	0.508030125814
a33	0.0376573659482	0.0305574121827	0.0125844656367	0.0184060950888	0.0165438953928	0.0248268544218	0.0393291971664	0.254162573678	0.565932165271
a23	0.0275125499827	0.0159976060609	0.00572366974557	0.0149535158629	0.0080925107976	0.0189737314739	0.0485522810555	0.395236807893	0.464957361757
a31	0.0249263116609	0.0111068400203	0.00471545501519	0.013601510621	0.00624773933253	0.014871142658	0.0576841603518	0.382773005964	0.484073850586
a37	0.0239416595536	0.00929437847343	0.0043570444384	0.0112945618737	0.00590858851084	0.008840793386	0.0564060877839	0.389141535321	0.490815363529
a31	0.0330207161845	0.00864358595781	0.0062885684128	0.00878782262457	0.00531515927028	0.006751768962	0.078927856928	0.374285001774	0.477979521176
a3	0.0420310720615	0.0122906563193	0.00821180860427	0.0126979662082	0.00704432819009	0.0109758504873	0.098352388976	0.361085827258	0.447310107059
a11	0.0324501656872	0.0174653914398	0.00809516133476	0.0248106204027	0.0160107550634	0.0251624554958	0.138742592992	0.363784649086	0.373478235686
a31	0.0408113988957	0.0172371188133	0.0109304694449	0.0258830038009	0.0188662893545	0.0359563694986	0.171842344331	0.293818233029	0.384654785229
a37	0.0468457032986	0.0171701679378	0.0126913481483	0.0240856496003	0.0184462831182	0.0399909374995	0.15169448811	0.296155314343	0.392920085076
a11	0.0253568301995	0.0171917013126	0.0110382980494	0.0323665472001	0.0316956973727	0.0478502844998	0.206611222703	0.302094698114	0.325794685025
a39	0.0119447138332	0.0153269564375	0.0102017500165	0.0449513207334	0.0458718611242	0.0522927714999	0.289014807568	0.264528892705	0.265866921675
a20	0.00735520761107	0.0147363149792	0.0099737810055	0.0645301642445	0.0485913177081	0.0490670638333	0.310949065856	0.253509620902	0.241287470558
a44	0.00553300230369	0.0146933061597	0.00898060933517	0.0620816450815	0.0437503259027	0.0436295589444	0.328282388619	0.252455823634	0.240593323519
a31	0.00794004120123	0.0111656271199	0.00773399444506	0.0360848906938	0.0293202627342	0.0317562386481	0.268347946206	0.267312791211	0.340338164506
</S>	0.0110497816006	0.00706753115995	0.00673984722253	0.0237909958469	0.0177562625171	0.0228043293241	0.189862783103	0.283128080605	0.437800332253
