 	l	ha	scritta	</S>
a20	0.288494035	0.282132435	0.250653945	0.17871963
a31	0.326882901667	0.252359835	0.228477108333	0.192280176667
a35	0.350994350556	0.235003471667	0.215615666111	0.198386505556
a31	0.276875493519	0.211821000556	0.265101722037	0.246201758519
a35	0.21975504784	0.233777786852	0.327037697346	0.219429449506
a31	0.185012672613	0.244315982284	0.334317839115	0.236353496502
a41	0.146658037538	0.244001687428	0.307986903038	0.301353378834
a31	0.129636252513	0.243481399143	0.298952804346	0.327929549611
a11	0.100063766504	0.204830666381	0.278835914782	0.416269633204
a18	0.062934422168	0.134231618794	0.270120038261	0.532713911068
a13	0.035495866056	0.0881995729313	0.290164522754	0.586140037023
</S>	0.025592419528	0.0763086814657	0.303438076377	0.594660818511
