 	sul	muro	vuole	uno	specchio	</S>
a31	0.1277242625	0.12416257	0.23854705	0.200195535	0.131929243	0.177441325
a39	0.2185280775	0.204625866667	0.177890546667	0.158771287	0.101316925667	0.138867268333
a35	0.314656759167	0.301591308889	0.183930012222	0.077951102	0.050034054889	0.071836767111
a31	0.338469029722	0.325798722963	0.183053370741	0.0527535203333	0.048891089963	0.051034280037
a2	0.358620696574	0.337059907654	0.17704462358	0.0335527557778	0.0524996219877	0.0412223693457
a0	0.304973108858	0.286103462551	0.19205563786	0.0471054422593	0.0957630793292	0.0739992491152
a20	0.209288426286	0.203559714184	0.16923573262	0.0827688207531	0.165768879776	0.169378406372
a18	0.183932462095	0.181943931395	0.166350804207	0.0785956155844	0.169021326592	0.220155832124
a31	0.204168004032	0.222712287132	0.154257163069	0.0464037895281	0.149341575531	0.223117164041
a0	0.168189900011	0.196653485711	0.10361450269	0.0249898715094	0.197314875177	0.30923736468
a31	0.123978922004	0.129695977237	0.0630735608967	0.0193842978365	0.202186068392	0.461681178227
a46	0.0907939713347	0.0841535327457	0.0325306942989	0.0170716332788	0.140217391131	0.635232782742
a33	0.0455380244449	0.0402696595819	0.015090197433	0.0129197654263	0.265878845377	0.620303484247
a8	0.0282608531483	0.023814139194	0.0108942801443	0.0326646788088	0.428461621792	0.475904388082
a31	0.0171117837494	0.014535783398	0.00984299588143	0.0386185899363	0.343660713931	0.576230136027
</S>	0.0101426584247	0.009560093699	0.00767024319071	0.0240949674681	0.236733256966	0.711798803014
