 	non	aveva	dove	aveva	per	stare	</S>
a7	0.388189715	0.21034485	0.1832948575	0.043574164	0.043130163	0.0275325285	0.103933705
a31	0.466040881667	0.22549701	0.0940661821667	0.0313827923333	0.0425463036667	0.0291959771667	0.111270858333
a29	0.321257353889	0.233396576667	0.0586352417222	0.0261814817778	0.0465959245556	0.0812323273889	0.232701126111
a19	0.18254695663	0.140259885556	0.0357013889074	0.0228728132593	0.0755233248519	0.11717028913	0.425925352037
a46	0.135882707543	0.087501661852	0.0358722949691	0.0231024060864	0.112333864951	0.125902746377	0.479404300679
a31	0.124674435848	0.134912740617	0.0762443016564	0.0347925803621	0.10651974165	0.140093212126	0.382762970226
a38	0.104319155283	0.151381683539	0.106065187219	0.049818613454	0.11792976055	0.178139924042	0.292345653409
a31	0.0802595250943	0.13042700118	0.111353792406	0.0811668244847	0.112635103517	0.186259014681	0.297898721136
a20	0.0554220233648	0.121983030393	0.104474824135	0.0856631268282	0.0804427345057	0.237632214894	0.314382050379
a31	0.0335890541216	0.0756943514643	0.101362518045	0.103314177609	0.0703361358352	0.241922924965	0.373780866793
a0	0.0206243633739	0.0532674651548	0.101932649348	0.11312546587	0.0502449242784	0.254478218322	0.406326955598
a31	0.016535550458	0.0529927650516	0.143318423116	0.11309798529	0.0498410227595	0.260893199441	0.363321085199
a46	0.0132576911527	0.0519559093505	0.161431269372	0.154193501763	0.0541376375865	0.22572101648	0.3393029684
a18	0.00968672871757	0.0666050207835	0.108936741457	0.176333013921	0.0462401908622	0.297764415493	0.294433856133
</S>	0.0105163433588	0.0831036703917	0.0937307757285	0.188303241961	0.0476523429311	0.312427622746	0.264265968066
