 	deve	essere	bianco	</S>
a31	0.566004775	0.197089005	0.078029963	0.158876255
a11	0.651324118333	0.146271248333	0.0623257516667	0.140078869667
a31	0.720467082778	0.149610882778	0.0435114832222	0.086410538889
a37	0.757794027593	0.146503657593	0.0343156367407	0.0613866922963
a31	0.736718659198	0.160044822531	0.0470671105802	0.0561694357654
a37	0.689044669733	0.17029449751	0.0515927628601	0.0890680685885
a31	0.611875433244	0.202848662503	0.0696305802867	0.11564530953
a20	0.562379644415	0.208751630834	0.0828867984289	0.145981919843
a31	0.488818971472	0.188772976945	0.127220964476	0.195187103281
a0	0.376258423824	0.167238858982	0.167238178159	0.289264571094
a31	0.266961194608	0.127502926327	0.215955569386	0.389580347031
a20	0.136816793536	0.0946967937757	0.308365936462	0.460120515677
a18	0.071151616512	0.0473731609252	0.302882958821	0.578592305226
</S>	0.048017673256	0.0350562624626	0.27593665941	0.640989452613
