 	da	da	un	famoso	poeta	</S>
a31	0.20067038	0.171701495	0.11746695	0.16089294	0.194372225	0.154895957
a37	0.342302783333	0.214430055	0.105368396667	0.113791764	0.115886415667	0.108220548333
a31	0.479697121111	0.233170565	0.0810408645557	0.0651166296667	0.0708492592223	0.070125565111
a28	0.448588147037	0.250320471667	0.0534053638519	0.0491779942222	0.0949226664074	0.103585366037
a31	0.404612885679	0.241999870556	0.039605661284	0.0624605347407	0.117208525469	0.134112528679
a20	0.334926905226	0.187575446852	0.029137781428	0.0627801875802	0.105302471823	0.280277186226
a13	0.231313935075	0.169819228951	0.0215268228093	0.0311065675267	0.138725200608	0.407508222075
a39	0.213342938358	0.185750392984	0.0227390529364	0.0193264425089	0.179766466869	0.379074710692
a31	0.284014572786	0.178404977661	0.0206978439788	0.0559261418363	0.144382896956	0.316573543564
a35	0.294760080929	0.13076976922	0.0127734201263	0.0790636859454	0.105712893652	0.376920117855
a31	0.18430955031	0.06977318774	0.0098525048421	0.0798346206485	0.148371501217	0.507858629285
a17	0.109422311437	0.03395717448	0.00921113394737	0.0716567022162	0.251900850406	0.523851819762
a31	0.049059790479	0.0149509907267	0.0212128373158	0.0484860110721	0.305634850135	0.560655496587
</S>	0.0310046332395	0.0107432083634	0.0348517066579	0.0503754680361	0.285950325068	0.587074618294
