 	che	non	li	aspetiamo	</S>
a20	0.18551839	0.2095870875	0.252083145	0.2085229785	0.1442884185
a8	0.146888793333	0.116562516167	0.196011301667	0.3114963395	0.229041056167
a7	0.205727551111	0.168808250722	0.190209317222	0.244295203167	0.190959658722
a35	0.227562213704	0.252753553574	0.229178885741	0.161234891056	0.129270422907
a46	0.202454374568	0.297025111191	0.255217921914	0.148340530352	0.0969620363023
a31	0.195962008189	0.323579160397	0.274117920638	0.138665353451	0.0676755161008
a11	0.14645801273	0.317441016799	0.250941163546	0.150742207817	0.134417554034
a31	0.142402164243	0.306028578933	0.249602017849	0.131816997272	0.170150221345
a0	0.148274168081	0.307590032978	0.236479319283	0.0952803970907	0.212376073782
a31	0.146472442694	0.257472140993	0.188290263094	0.12275668903	0.285008477927
a30	0.149970616231	0.159021910331	0.148856307698	0.130255489677	0.411895705976
a0	0.113524765744	0.113613276777	0.0784618502327	0.101572131892	0.592828035325
a31	0.091459925248	0.0921930455923	0.0533258990776	0.095763235964	0.667257935108
</S>	0.086473470124	0.0785123527962	0.0533094965388	0.097766432982	0.683938252554
