 	avete	cucinato	le	verdure	</S>
a39	0.25725818	0.371228235	0.168982075	0.08175767	0.1207738015
a31	0.32381636	0.420777255	0.129939051667	0.060226421	0.0652409035
a35	0.36752562	0.414319491667	0.107124010556	0.0563287396667	0.0547021598333
a31	0.371945086667	0.359729757222	0.132742843519	0.0732530748889	0.0623292349444
a20	0.314536592222	0.327579802407	0.16386578784	0.139588294963	0.0544295009815
a31	0.227255360741	0.363802654136	0.152391054613	0.194524911654	0.0620260179938
a20	0.14882219458	0.325510141379	0.123409333538	0.232131967218	0.170126369331
a39	0.08128466786	0.228380483793	0.101541681179	0.304176145739	0.28461702311
a28	0.0586106312867	0.200099091264	0.0892881037263	0.349949765246	0.302052407703
a31	0.0388149467622	0.132060732755	0.0605253315754	0.287732065082	0.480866915901
</S>	0.0212079778811	0.0752149598775	0.0357202362877	0.210227882541	0.65762892795
