 	avete	fatto	già	le	verdure	</S>
a6	0.129467688	0.07053374	0.120429877	0.19756584	0.21833562	0.263667205
a46	0.143198328	0.0675594566667	0.137701862333	0.18695168	0.20762737	0.256961245
a21	0.267083149333	0.0560987612222	0.092868628111	0.132537558	0.203129586667	0.248282275
a20	0.314863039778	0.0960788027407	0.0416900713703	0.0687641006667	0.183795345556	0.294808651667
a24	0.225273643259	0.200259960914	0.0357401351234	0.0410995175556	0.173308111852	0.324318650556
a31	0.185355521086	0.267489873638	0.0594260883745	0.0464778498519	0.186137873951	0.255112770185
a14	0.142826719029	0.239497874546	0.0641034694582	0.0828305466173	0.227703037984	0.243038316728
a41	0.094013003343	0.199225058182	0.0525198918194	0.109174745539	0.277111132661	0.267956145576
a37	0.0896292761143	0.203989829394	0.0607585409398	0.10585255018	0.273023627554	0.266746158525
a31	0.151044212038	0.169472803131	0.0708394419799	0.08448138406	0.203219045851	0.320943116175
a6	0.159761516679	0.100765230044	0.0612445983266	0.0704704703533	0.172391975284	0.435366242058
a46	0.116757854893	0.0767538890147	0.0397095091089	0.0719692767844	0.186488145095	0.508321354019
a31	0.149284674964	0.0647755896716	0.029509071703	0.0680760255948	0.165502231698	0.522852408006
a17	0.141696846321	0.0407121815572	0.0282611162343	0.0787581018649	0.149092140566	0.561479602669
a20	0.091275526107	0.0292152868524	0.0500821810781	0.093825953955	0.135918903522	0.599682167556
a31	0.0801191647023	0.0264399832841	0.0598430426927	0.0910050146517	0.170670067841	0.571922755852
a17	0.0758776482341	0.0201519000947	0.0425511332309	0.0972275248839	0.245951815947	0.518239985284
a20	0.0644166617447	0.0153834613649	0.0498558577436	0.112681174961	0.261183208649	0.496479648428
a31	0.0471590529149	0.0138280511216	0.0478450199145	0.11043952832	0.33416520955	0.446563149476
a20	0.030633636305	0.0106110607072	0.0450204406382	0.132285602773	0.399290723183	0.382158546492
a17	0.0300638707683	0.0116479829024	0.0692213502127	0.168272357591	0.382293667728	0.338500778831
a31	0.0232648174228	0.0109258588341	0.0593491164042	0.156309097197	0.409408129243	0.34074295961
a23	0.0138302329743	0.0101675121447	0.0694452584681	0.178958987066	0.371726189748	0.355871806537
a31	0.0156878723248	0.0118993870482	0.076086747156	0.183366595689	0.375475273249	0.337484148846
a8	0.0173020877749	0.0119603973494	0.0647641467187	0.185449178563	0.37891926775	0.341604946282
a31	0.0182442582583	0.0129248821165	0.0616049609062	0.189935379521	0.37161812925	0.345672418761
a28	0.0172146597528	0.0113241233722	0.0372571829687	0.19731099984	0.381103516417	0.355789539587
a21	0.0115753342509	0.00915349479073	0.0550049466562	0.254159656613	0.324961772139	0.345144793196
a31	0.0121112630836	0.00875351193024	0.0567518722187	0.224016535538	0.361668984046	0.336697807732
</S>	0.0141524380418	0.00858811196512	0.0353785436093	0.180289007769	0.415957932023	0.345633918866
