 	Marika	tu	hai	mangiato	</S>
a8	0.184868895	0.0794711	0.174968505	0.240747405	0.319944105
a31	0.241641051667	0.0747863266667	0.204378628333	0.264325961667	0.214868028333
a24	0.345834463889	0.110828487222	0.171354379444	0.213071283889	0.158911366111
a31	0.397531001296	0.158991545741	0.097256463148	0.12227153463	0.223949452037
a28	0.298464923765	0.143157271914	0.0791042610493	0.137953884877	0.341319657346
a31	0.308361561255	0.0956606123047	0.0785890856831	0.172559224959	0.344829502449
a3	0.281976095085	0.0591199401016	0.083250490561	0.30146730832	0.27418613415
a18	0.187053966362	0.0411960460339	0.0911251068537	0.388503526107	0.292121321383
a31	0.131224607454	0.029757190678	0.0797569712846	0.437534265369	0.321726950461
a23	0.0810639811513	0.0247495538927	0.0791272594282	0.51393010179	0.301129113487
a31	0.0576302077171	0.0215945612976	0.0778688774761	0.514880280597	0.328026117829
a20	0.0273750329057	0.0165394734325	0.0737136601587	0.449866976866	0.43250488261
</S>	0.0213173859529	0.0171902462162	0.0849445450794	0.355764013433	0.520783806305
