 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.063196252	0.179096371	0.1217795	0.073821073	0.040702973	0.0234570755	0.063711735	0.206044855	0.228190215
a8	0.0541526826667	0.107266754333	0.19149874	0.067293193	0.0384732536667	0.0151619875	0.0802639416667	0.247886071667	0.198003398333
a31	0.0492775828889	0.080385678111	0.20270444	0.0697323176667	0.0309094295556	0.0109145578333	0.0823143855556	0.298807257222	0.174954369444
a10	0.038473051963	0.0750930727037	0.14450488	0.0676898168889	0.0439322181852	0.00632394044443	0.0565203651852	0.312963475741	0.254499216481
a39	0.0405497999877	0.108823164235	0.11036218	0.062535651963	0.0511280820617	0.00354646351481	0.0312413020617	0.27632587858	0.315487488827
a31	0.0488898233292	0.107985396078	0.08870908	0.0591556046543	0.0879505550206	0.00349148703827	0.0270673186872	0.202214761193	0.374535952942
a20	0.0486316584431	0.069527118026	0.079538195	0.0555830835514	0.118763145007	0.00343012231276	0.0215940468957	0.133129018731	0.469803594314
a31	0.0454432808144	0.0501148346753	0.0710421266667	0.0529167388505	0.127714765002	0.00449305407092	0.0234043962986	0.109207017577	0.515663771438
a8	0.0412775976048	0.0355723935584	0.0570760778889	0.0422581572835	0.127972641667	0.00538872185697	0.0264614850995	0.132866490526	0.531126430479
a31	0.0369303998683	0.0350951858528	0.0486768716296	0.0410336764278	0.120002090556	0.00649383911899	0.0327832903665	0.172828036842	0.50615663016
a17	0.0339863129561	0.0356381372843	0.0469322252099	0.0449670828093	0.140440836852	0.0109862150397	0.0510819684555	0.156238032281	0.479729210053
a37	0.0256259739854	0.0220611667614	0.0352997967366	0.0335748292698	0.141406105617	0.0110623566799	0.0441070174852	0.175630607427	0.511232153351
a23	0.0192783593285	0.0140301105871	0.0242781809122	0.0207853930899	0.0957528552057	0.00704512075997	0.0290172478284	0.205812729142	0.584000001117
a31	0.0138022069428	0.0121322981957	0.0164735343041	0.0154583056966	0.0648135384019	0.0146858977867	0.0605665732761	0.235935869714	0.566131787039
a42	0.0120662678143	0.0129546707319	0.0139836094347	0.0162132322322	0.0600827114673	0.0184897606956	0.0793842677587	0.303228966571	0.483596509013
a31	0.0106026699381	0.013096963244	0.0125650714782	0.0188729124107	0.0548968291558	0.0207155143319	0.0842593659196	0.322854328857	0.462136339671
a20	0.00750586014603	0.0116063114813	0.0118201238261	0.0194362148036	0.0471434907186	0.031724761444	0.0933935253065	0.312375382952	0.464994346557
a31	0.00558993354868	0.0172260598938	0.017176642942	0.0262663462679	0.0384206019062	0.0457927784813	0.0845272817688	0.300836100984	0.464164248852
a17	0.00483084168289	0.0194094519646	0.0209368486473	0.0282096940893	0.0338546563021	0.0521046994938	0.0773366449229	0.293340820328	0.469976326284
a31	0.0049268463943	0.0355487466549	0.0248828215491	0.0294821216964	0.0293846311007	0.0600313611646	0.0716081059743	0.293494800109	0.450640552095
a20	0.0049490336981	0.0418032242183	0.0243492878497	0.0287907172321	0.0255347173669	0.0608855023882	0.0783073019914	0.32723234337	0.408147850698
a31	0.0066385311327	0.0454662667394	0.0221942112832	0.0255273444107	0.0217463711223	0.0603661614627	0.0869195006638	0.34285071779	0.388290856899
a46	0.00774199487757	0.0480183379131	0.0222020370944	0.0243789868036	0.0209416770408	0.0603282721542	0.111037273555	0.369417759263	0.335933618966
a8	0.00503862065919	0.027083344971	0.0190924276981	0.0140440559345	0.0180281983469	0.0484301337181	0.166374794518	0.397086473088	0.304821936322
a31	0.00431129541973	0.025838082657	0.0184786248994	0.0129334266448	0.0171786441156	0.0507522385727	0.185566008173	0.394404887696	0.290536792107
a18	0.00461968413991	0.026031067219	0.0167710796331	0.0128996025483	0.0150563600385	0.0483927605242	0.175550912724	0.404638379232	0.296040140702
a31	0.00711966887997	0.0349214577397	0.0195023135444	0.0160184835161	0.0162911033462	0.0557806598414	0.171678570908	0.387270093077	0.291417653567
a20	0.00756513379332	0.0356498932466	0.0197659978481	0.016324439372	0.0168432504487	0.0561277452805	0.166421423636	0.388010641026	0.293291494522
a31	0.00728990793111	0.0330881000822	0.019851147616	0.014993321324	0.0165802454829	0.0526561970935	0.164037151212	0.394824863675	0.296679061507
</S>	0.00896362596555	0.0411261325411	0.022445880308	0.018049530662	0.0173516882415	0.0617584405467	0.155672800606	0.402546831838	0.272085055754
