 	io	non	ho	cosa	da	mangiare	</S>
a31	0.143753975	0.12557678	0.134458065	0.17513409	0.118553365	0.12275456	0.179769175
a37	0.161764908333	0.15350911	0.151134738333	0.181339223333	0.107993225	0.119072973333	0.125185839
a31	0.180285142778	0.178658433333	0.165497569444	0.175969964444	0.109508525	0.102718831111	0.0873615803333
a18	0.161565110926	0.170212917778	0.159237539815	0.174985314815	0.120768241667	0.122886697037	0.0903442214444
a31	0.130311858642	0.143690042593	0.147106279938	0.233165931605	0.104325800556	0.129554119012	0.111846005148
a11	0.0975387645473	0.117111934198	0.134688766646	0.277940867202	0.106330491852	0.107183156337	0.159206028383
a37	0.0806256048491	0.103916926733	0.134110332215	0.246722979067	0.0995997956173	0.113195128779	0.221829222794
a15	0.083585688283	0.104375647578	0.148656330738	0.215408146356	0.0704318052058	0.12786687626	0.249675517598
a39	0.098289352761	0.116534057526	0.146916380246	0.175864172119	0.0557111660686	0.180806468753	0.225878415866
a31	0.097998062587	0.114243457509	0.105045278749	0.13622517404	0.0435924073562	0.195775746251	0.307119871955
a39	0.075693632529	0.0920802411697	0.0590636909163	0.09732546468	0.0457242784521	0.25643243875	0.373680257318
a20	0.053119350843	0.0674528673899	0.0347053349721	0.0603752492267	0.0710082178174	0.39892631625	0.314412675773
a24	0.0481412886143	0.0615323957966	0.0253541736574	0.0423418114089	0.0860558092725	0.41351681875	0.323057728591
a31	0.0358160760381	0.0461448369322	0.0196076615525	0.029563678803	0.0645042944242	0.280620127917	0.523743356197
a46	0.015439437246	0.0205495629774	0.0121931513842	0.018042857601	0.0352186281414	0.254330854306	0.644225518732
a31	0.008706306482	0.0116840173258	0.0094367836614	0.0129433465337	0.0441588680471	0.283340428102	0.629730262911
a3	0.00654661416067	0.0109790124419	0.0101861758871	0.00960595751123	0.0644436026824	0.293431779367	0.604806877637
a31	0.00691103572022	0.011664526814	0.0118341152957	0.00933804750374	0.0816826575608	0.324890383122	0.553679242546
</S>	0.00859406686011	0.011432645907	0.0126127146478	0.00993115375187	0.0901004237804	0.307741901561	0.559587096273
