 	non	aveva	cosa	a	fare	</S>
a31	0.14500877	0.209099335	0.31021958	0.114142435	0.0874563925	0.134073485
a18	0.161103633333	0.212388978333	0.254298013333	0.133904668333	0.0962063858333	0.142098298333
a24	0.201539247778	0.200978006111	0.185741601111	0.133741182778	0.117098048611	0.160901892778
a20	0.204461485926	0.19202189537	0.158406483704	0.158879037593	0.14054094287	0.145690150926
a31	0.145285861975	0.13998537679	0.122623838901	0.166752545864	0.26443149429	0.160920856975
a18	0.0983349339917	0.0981693172633	0.0884058073003	0.149923815288	0.37253094143	0.192635138992
a31	0.0706693786639	0.0927845874211	0.0839676691001	0.129037185096	0.400239967143	0.223301162997
a17	0.0412395012213	0.0855139554737	0.0809853797	0.105279361699	0.448170532381	0.238811227666
a20	0.0229839644071	0.0589904458246	0.0629045759	0.100974030566	0.498481060794	0.255665875889
a31	0.0118285956357	0.0286519726082	0.0345059259667	0.0724309981887	0.404466883598	0.448115591963
</S>	0.00742860956785	0.0164295883041	0.0226156799833	0.0494757060943	0.280161461799	0.623888945982
