 	devo	pulire	l	albero	</S>
a39	0.327801965	0.110280065	0.118890125	0.132578882	0.310448985
a31	0.407944408333	0.104527875	0.130628905	0.142055987333	0.214842815
a35	0.419387459444	0.128817871667	0.153714255	0.129053629111	0.169026768333
a31	0.346899619815	0.210821170556	0.209584465	0.112264939704	0.120429771444
a20	0.262972503272	0.308905030185	0.219732565	0.118782013235	0.0896078724813
a31	0.200174347757	0.299090336728	0.194187261667	0.165708741078	0.140839327494
a37	0.139960359252	0.207673018909	0.159335170556	0.195341430359	0.297690022498
a1	0.0980027364173	0.122424499636	0.096296124852	0.198404343453	0.484872307499
a20	0.0907337654724	0.0821105998787	0.0606732806173	0.229888804484	0.5365935925
a31	0.0780996431575	0.0796499299596	0.0739245212058	0.216887004828	0.551438910833
a39	0.0437776940525	0.0613191923199	0.0752063737353	0.193718438276	0.625978293611
a10	0.0292123976842	0.0372212311066	0.0564739379118	0.268786716092	0.608305721204
a29	0.0303819372281	0.0321805150355	0.0670270393039	0.365455565364	0.504954943735
a46	0.0364674024094	0.0381246416785	0.096270169768	0.422414341788	0.406723427912
a31	0.0319608238031	0.0500116772262	0.113451086589	0.329580685929	0.474995692637
a20	0.0169157129344	0.0464592054087	0.0950912531963	0.208816973976	0.632716847546
a13	0.00795269831147	0.0337176931362	0.124840165399	0.208781604659	0.624707829182
a20	0.00447503777049	0.0357543993787	0.254915588466	0.22286255822	0.481992396394
a31	0.00375340565683	0.0354638991262	0.238649999489	0.18191689274	0.540215805465
a11	0.00309691111894	0.0263797367087	0.12786645783	0.199496590913	0.643160325155
a17	0.00191748127298	0.0225947042362	0.15142872061	0.279987163638	0.544071958385
a20	0.00151656125766	0.0290610757454	0.219136460203	0.302835464546	0.447450456128
</S>	0.00156565427883	0.0354649678727	0.252221280102	0.308348162273	0.402399943064
