 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.12007432	0.107437525	0.09043401	0.065854428	0.0217244495	0.023915832	0.05072720475	0.0560150425	0.036510642	0.0353215095	0.087822365	0.073404621	0.23075807
a31	0.110305806667	0.137205651667	0.0903539166667	0.064824332	0.0221028711667	0.0242354066667	0.07338472825	0.0771081658333	0.0472019386667	0.0381455765	0.0914402466667	0.0921915476667	0.131499826667
a21	0.103062972222	0.168851040556	0.0670665755556	0.0470660305	0.0225824853889	0.0164488080556	0.0778343794167	0.0716922649444	0.0453395642222	0.0350816618333	0.0666122515556	0.124974929222	0.153387048889
a24	0.0968737594073	0.156797393519	0.0744750485185	0.037954475	0.0293385501296	0.0153272448519	0.0648050351389	0.0554826616481	0.0349824387407	0.0252564846111	0.0410409098519	0.163687743074	0.203978266296
a31	0.0666716231358	0.120734781173	0.0762406178395	0.0393005066667	0.0379654677099	0.017030882284	0.0584179770463	0.120900435883	0.0934474642469	0.0222327842037	0.0240905576173	0.142924502691	0.180042404099
a17	0.0380793753786	0.100323418724	0.0547890589465	0.0334873608889	0.0402175269033	0.0208477067613	0.0625687106821	0.167499045294	0.131151311416	0.0237190520679	0.0262999695391	0.106885452564	0.1941320067
a31	0.0257458821262	0.0711111495747	0.0470585509822	0.0296607236296	0.0449670653011	0.0211111145871	0.047967698894	0.186135808431	0.124015757139	0.0211770010226	0.0390610541797	0.109749850855	0.2322383289
a20	0.0145410381754	0.0424364038582	0.0333924949941	0.0224246612099	0.0428767714337	0.0160790431957	0.036761644298	0.244268736144	0.183498555713	0.0163000901742	0.0365871643932	0.100821303618	0.210012089633
a13	0.0108781251918	0.0312305536194	0.0244933046647	0.02043595307	0.0352342028112	0.0150546263986	0.0432931380993	0.199414238715	0.171501581904	0.0130644105581	0.0375429084644	0.128314547873	0.269542399878
a17	0.0141031593973	0.0375119728731	0.0288279088882	0.02332871769	0.0338635716037	0.0152176707995	0.0484139326998	0.123652346238	0.0930014606347	0.0109822595194	0.0479432314881	0.185866992624	0.337286769959
a8	0.0196079891324	0.0584073326244	0.0368675962961	0.02316827023	0.0261928882012	0.0118231400332	0.0437646635666	0.110285102079	0.0550516878782	0.00940628130647	0.0753269371627	0.222633750875	0.307464359986
a31	0.0207662257108	0.0616517458748	0.0333496377654	0.0176879717433	0.0196206424004	0.00898118211107	0.0415346205222	0.17863060736	0.0842367902927	0.0150207455688	0.0803324057209	0.174635841958	0.263551583329
a39	0.0143029509036	0.0394255042916	0.0201059475885	0.0114908799144	0.0204942741335	0.00749368327036	0.0428199878407	0.240591455787	0.135663916764	0.0198331161896	0.0646936032403	0.134613405653	0.248471287776
a31	0.0104301589679	0.0234128027639	0.0123772668628	0.00906874963813	0.0209074920445	0.00695326065679	0.0504536859469	0.214394835262	0.126605992255	0.0219806750632	0.0828664160801	0.141406351884	0.279142309259
a37	0.00906515085597	0.0156253382546	0.0089284672876	0.00867821534604	0.0198928796815	0.0071908858856	0.0568923003156	0.170371401754	0.104402062418	0.0280740503544	0.103392151693	0.144301610628	0.323185459753
a8	0.00606380428532	0.0104496676515	0.0061051205292	0.00677688848201	0.0149262748938	0.0059537721952	0.0496678931052	0.209510867251	0.122433292473	0.0292023644515	0.103466981898	0.140754613543	0.294688433251
a31	0.00551249769511	0.0081795594505	0.00521365194307	0.008720724394	0.0155305882979	0.00971573463173	0.0384741567017	0.192412179084	0.108090154158	0.0344154758172	0.139383473966	0.162543101181	0.27180866775
a8	0.00474405936504	0.00584648415017	0.00463337484769	0.0101604024647	0.0168079924326	0.0122858888772	0.0291090945672	0.0976183353613	0.0670018467193	0.0469838232724	0.202293747989	0.236384970394	0.266129945917
a23	0.00295952195501	0.00365435908339	0.00318045448256	0.00752422782157	0.0127467624775	0.0105457307924	0.0248495488557	0.0721530041204	0.0654131959064	0.0560363957575	0.257840385996	0.262495336798	0.220601055306
a8	0.00235919235167	0.0032892420278	0.00323277082752	0.00701427384052	0.0110505718258	0.0113625867641	0.0223176456186	0.0716152980401	0.0813610136355	0.0516493852525	0.293409608665	0.236944635599	0.204393751769
a20	0.00200342921722	0.0033155611426	0.00348346474251	0.00690737318017	0.0102792129419	0.011684945588	0.0172153145395	0.0676893860134	0.0757081958785	0.0394743797508	0.320053989555	0.234046178533	0.208138547256
a31	0.00551772563907	0.0062551332142	0.00510764688084	0.0104996950601	0.013897734314	0.0129797165293	0.0181092911798	0.0485633236711	0.0492961199595	0.0387003385836	0.285896083185	0.232258316178	0.272918852419
a28	0.00762216587969	0.00841957893807	0.00640781829361	0.0134645683534	0.0164291457713	0.0148056655098	0.0206055413933	0.0375480302237	0.0449722813198	0.0490580311945	0.211328527728	0.266366842059	0.302971780806
a31	0.0097734439599	0.012408834846	0.0089039829312	0.0156412781178	0.0153168335904	0.0144018061699	0.0201111117978	0.0314133100746	0.0422194157733	0.0521855380648	0.165805412576	0.271914417353	0.339904593602
a46	0.0113817076533	0.013767463282	0.0107122299771	0.0175362833726	0.0168792898635	0.0178036207233	0.0226686155993	0.0394131793582	0.0457074125911	0.0588214760216	0.140612134192	0.260441675784	0.344254874534
a38	0.0064693376511	0.007420494994	0.00773736179237	0.0135356411242	0.0158064636212	0.0261702122411	0.0439364428664	0.105453566453	0.0787728008637	0.0724796206739	0.141631704731	0.242705101928	0.237881181511
a13	0.00267727284037	0.003408018998	0.00438840436412	0.00873357890807	0.0127715842071	0.0269913260804	0.0737239042888	0.210073888818	0.128254656955	0.0866677788913	0.118961663577	0.159899837309	0.163448035837
a31	0.00472398647012	0.006745048766	0.00910604008804	0.0102342921694	0.0117186734024	0.0184154533601	0.0616725337629	0.180490888273	0.112057674318	0.0789600039638	0.0978586865257	0.17631525577	0.231701473946
a17	0.00616174585671	0.008770517322	0.0119076101293	0.0116424728898	0.0114805194675	0.0196803314534	0.042817565921	0.105261328091	0.0822954914393	0.0721419589879	0.110765302175	0.21364812859	0.303427044649
a31	0.0075016613189	0.009601728174	0.0150951084764	0.0137942844633	0.0123674648225	0.0200104758178	0.0381910586403	0.0824074353637	0.0727693261464	0.074827352996	0.109178104058	0.222942506197	0.321313508216
a35	0.0086401091063	0.0109590313913	0.0182167444921	0.0155577964878	0.0143193259408	0.0300432152726	0.0441489238801	0.0580485511212	0.0544870330488	0.0657279956653	0.0921895680193	0.223343755399	0.364317952739
a8	0.00536712513543	0.0071544611971	0.012980937164	0.0138096741626	0.0170497443136	0.0610850364242	0.07044621296	0.0748365453737	0.0729674856829	0.0757525565551	0.0957031943398	0.175658338466	0.317188690913
a31	0.00499262061181	0.00774945179903	0.0144046117213	0.0176302563875	0.0187982544379	0.0548969744747	0.0632854139867	0.0674775891246	0.0648941198943	0.0737738395184	0.0881980764466	0.229018826155	0.294879966971
</S>	0.0060175790059	0.0100558268995	0.0175101683607	0.0206591031938	0.018434833719	0.0332978207373	0.0442312889934	0.0493242730623	0.0446220049471	0.0605542457592	0.0768630782233	0.303086753077	0.315343003485
