 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.13264735	0.249771485	0.09813449	0.154698015	0.079585913	0.050851164	0.087125503	0.05428019	0.0929058175
a15	0.159394096667	0.292410128333	0.09718944	0.121616601667	0.0610527256667	0.0566878396667	0.0901342643333	0.055461629	0.0660532321667
a31	0.203006942222	0.260621396111	0.113727451667	0.119208885222	0.0615881325556	0.0560035245556	0.0661135081111	0.0594084336667	0.0603216967222
a21	0.189983116074	0.20838659537	0.111605222222	0.109684293074	0.0614726635185	0.0541983141852	0.0628614527037	0.116276878556	0.0855314302407
a31	0.113018123358	0.120784531123	0.088451268074	0.100474379358	0.0479409691728	0.0431863687284	0.126365897568	0.236353452852	0.123424976747
a8	0.0655048994527	0.072659633041	0.0606538846913	0.074693964786	0.0398979863909	0.0510308255761	0.163597149189	0.280121800951	0.191839812249
a31	0.0575790721509	0.073063224347	0.0560113795638	0.055369258262	0.035053397797	0.0549711195254	0.14116035973	0.260475046984	0.266317107416
a20	0.0442913423836	0.0648217097823	0.0440986211879	0.043115680754	0.0313853659323	0.0432119075085	0.200803063243	0.255093302328	0.273178965805
a39	0.0207423971279	0.0370572559274	0.0235824550626	0.032402425918	0.0302534519774	0.0438065041695	0.290707401081	0.274021210776	0.247426861935
a20	0.0129285660426	0.0243166343091	0.0174149086875	0.026324923306	0.0261776763258	0.0398299730565	0.286185447027	0.328225913592	0.238595947312
a46	0.0131811443475	0.024531536103	0.0171381458958	0.022783803102	0.0202305287753	0.0329015933522	0.236396052342	0.352089204531	0.280747985771
a31	0.0164979334492	0.0560464840343	0.0178861979653	0.0191213673673	0.0191465822584	0.0496556434507	0.196318680781	0.273313368177	0.35201371859
a39	0.0159566058164	0.0798522566781	0.0170858213218	0.0151525411224	0.0197957594195	0.0848326428169	0.17941862026	0.190918566059	0.396987132863
a31	0.0160759602721	0.090975392226	0.0146194401073	0.0113773127075	0.0163564274732	0.087402984939	0.146532572087	0.15608710402	0.460572757621
a20	0.0172703430907	0.116947487409	0.0151860093691	0.0113451569025	0.0207352764911	0.0917437406463	0.118339491362	0.138420286673	0.47001219254
a31	0.0203231323636	0.114962959136	0.0154294517897	0.0138339779675	0.0250736078304	0.100768846882	0.121163169121	0.156758375558	0.431686490847
a46	0.0255113867879	0.127106216379	0.0144293882632	0.0146458066558	0.0310767069435	0.0967252939607	0.110729889707	0.149565505186	0.430209803616
a31	0.024465077596	0.12318553546	0.0181226907544	0.0186957182186	0.0387131176478	0.105075869654	0.120074903236	0.141410378395	0.410256687872
a46	0.0198355653653	0.100243528487	0.0204687892515	0.0214202800729	0.0488359835493	0.111556104885	0.128569011079	0.151970559465	0.397100139291
</S>	0.0175866769327	0.106839604244	0.0202306721257	0.0207592960364	0.0598128467746	0.114470369942	0.11697025554	0.151687134733	0.391643084646
