 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.145167138	0.0576293085	0.101817953	0.0471506545	0.0568763445	0.039328804	0.057717411	0.06079752	0.0480438465	0.0390237415	0.0325539095	0.023191661	0.0264284335	0.05075507	0.047418188	0.0501351175	0.11596494
a11	0.0810217113333	0.0452979851667	0.061669203	0.0509305848333	0.0742599535	0.0502443456667	0.070646514	0.072695645	0.0677534821667	0.0572783438333	0.0375795625	0.0353815823333	0.0354965311667	0.0525264606667	0.0500514073333	0.0581213141667	0.0990453966667
a37	0.0492882557778	0.0432498017222	0.0394266286667	0.0439719586111	0.0707269778333	0.0453719362222	0.059178611	0.059068339	0.0790668960556	0.0518462769444	0.0358196375	0.0385594541111	0.0265231535222	0.0333623675556	0.0384321784444	0.0768680363889	0.209239482222
a28	0.0378328865926	0.0433456889074	0.0237768618889	0.023065922537	0.0382685409444	0.0247107674074	0.0331217156667	0.0414885076667	0.0811148506852	0.0519684896481	0.0368473991667	0.029336474037	0.0126026089741	0.0242092925185	0.0336867928148	0.16055879213	0.304064400741
a31	0.0302753555309	0.0573703613025	0.0233644516296	0.0244877405123	0.0335360966481	0.0278678224691	0.0296031992222	0.0313729315556	0.0999948735617	0.0640448115494	0.0625212163889	0.0261884440123	0.0134409533247	0.0189788705062	0.0325062842716	0.17745312571	0.246993470247
a21	0.0200091645103	0.0617369584342	0.0231918072099	0.0272402058374	0.0356893228827	0.0327506681564	0.0281809354074	0.0227127265185	0.134638451187	0.0553500955165	0.0763547087963	0.0296601626708	0.0145235230082	0.0109534954354	0.0256860644239	0.142469520237	0.258852180082
a31	0.0147605815034	0.0519648724781	0.02452308807	0.0357363726125	0.0425384086276	0.0406430693855	0.0356166674691	0.0227477111728	0.115619291396	0.0554007135055	0.0699991895988	0.0252668145569	0.0168574162361	0.0102783014118	0.0293068031413	0.143425270079	0.265315406694
a10	0.0112745885011	0.0479520551594	0.0259842373567	0.0432093488708	0.0485325645425	0.0475821257952	0.0426820784897	0.0223917117243	0.0803771747987	0.0583660211685	0.0677371465329	0.018795092519	0.0211780547454	0.0115971941373	0.0329846857138	0.178769890026	0.240586015565
a31	0.00929567916703	0.0390278383865	0.0247629151189	0.0475595762903	0.0525174428475	0.0514972775984	0.0470360154966	0.0212795399081	0.0641040502662	0.0584476687228	0.059798305511	0.0163364355063	0.0213667475818	0.0122924723791	0.0338520205713	0.204731783342	0.236094241855
a3	0.00694757505568	0.0302682501288	0.022386147373	0.0448001280968	0.0485567022825	0.0474798481995	0.0445284791655	0.019431235636	0.0452743787554	0.0541280465743	0.0517799475037	0.0147464941688	0.0243260551939	0.0133650121264	0.0399182808571	0.260314351114	0.231749090618
a28	0.00573498155189	0.0252768100429	0.0172671734577	0.0369249553656	0.0404786697608	0.0397800663998	0.0371353160552	0.0161154985453	0.0347518962518	0.0679779241914	0.0564969781679	0.0178884040563	0.0281780557313	0.0114228113755	0.0356671922857	0.269504467038	0.259398820206
a31	0.0068445777173	0.0256378033476	0.0238860114859	0.0451037687885	0.0535283539203	0.0498961934666	0.0450348253517	0.0202128165151	0.0392213720839	0.0765772663971	0.0589160143893	0.0200236193521	0.0371997445771	0.0168700511252	0.0428506940952	0.204660532346	0.233536363402
a20	0.00641222847243	0.0277234751159	0.0264325344953	0.0379851679295	0.0473306489734	0.0429141781555	0.0375302541172	0.0203149998384	0.0387369366946	0.057618823799	0.0558142551298	0.0182374051174	0.042930507859	0.0231082983751	0.0561275860317	0.221720800782	0.239061901134
a0	0.00400402505748	0.0229969997053	0.0183877034984	0.0241592239765	0.0288974936578	0.0275981443852	0.0245515487057	0.0178545902795	0.0323896472315	0.0496535992663	0.0523484547099	0.0158679783725	0.0374923336197	0.0202890067917	0.0571648753439	0.235949056927	0.330395333711
a20	0.00263130018583	0.0165843002351	0.0129002681661	0.0177073913255	0.0208897382193	0.0204327211284	0.0204155465686	0.0189274737598	0.0335047830772	0.0439749644221	0.0430722612366	0.0117841187908	0.0341639358732	0.0156684462639	0.0585215257813	0.222957122309	0.405864127904
a31	0.00671215522861	0.020684671745	0.020834621722	0.0221467677752	0.0243077767398	0.0237617690428	0.0250130071895	0.0207953239199	0.0352229473591	0.0419035738074	0.0398527880789	0.0208493372636	0.0398843992911	0.0221575434213	0.0596543085938	0.20993687077	0.366282162635
a20	0.00792353100954	0.0205864812483	0.0224884911407	0.0210073649251	0.0223969415799	0.0219933563476	0.0219052625632	0.01811255564	0.0270346297864	0.0327312889358	0.032870527693	0.0239990830879	0.035602718097	0.0312733818071	0.0728554175313	0.28518592359	0.302033070878
a8	0.00350385500318	0.0118138294161	0.0125685309469	0.013208139975	0.0187657115266	0.0180138971159	0.0205184070211	0.0167433242133	0.0327419492621	0.0362975163119	0.0309021795643	0.0154710813626	0.0374019910323	0.035930541269	0.0979707625104	0.29906231453	0.299085996959
a31	0.00646906573439	0.0175744108054	0.0262677113156	0.017436912325	0.0242965118422	0.0230745097053	0.026327745007	0.0203084707378	0.040285147754	0.044544280104	0.0375611741881	0.0192525337875	0.0461800813441	0.0381768920897	0.105215792837	0.22921819151	0.277810565653
a10	0.00765558377813	0.0185849913351	0.0300215941052	0.0160910191417	0.0188703847141	0.0181518607684	0.018828348469	0.0172223117459	0.0264588102513	0.0306089125347	0.0286570027294	0.0193121532625	0.0342454591147	0.0546346890299	0.136554879612	0.279984773837	0.244117191884
a31	0.010102311126	0.0261193075117	0.0407052490351	0.0106671524139	0.0122828850047	0.0113147474561	0.0107758469563	0.0119793024153	0.0187249740838	0.0211597606782	0.0233145682431	0.0293446007542	0.0273656293716	0.0724830063433	0.159296116537	0.266523404612	0.247841120628
a18	0.012888633242	0.0330203241706	0.0539751206784	0.00942656080463	0.0116374793349	0.0103549163187	0.0087928546521	0.0111445204718	0.0186118583613	0.0192149335594	0.024809547081	0.0367144422514	0.0299438694572	0.0825315887811	0.149532382179	0.232231074871	0.255169896876
a31	0.011919000614	0.0340266113902	0.0491083378928	0.00899167893488	0.013141773445	0.0101106429396	0.00660899938403	0.00983986392393	0.0260249671204	0.0163377085198	0.0220453696937	0.0379672660838	0.0360774281524	0.097104892927	0.154400570726	0.221400901624	0.244893982292
a37	0.0131634512047	0.0349257681301	0.0514756926309	0.00932456131163	0.0140858494817	0.0101866483132	0.00620097729468	0.0114705187413	0.0301559140401	0.0154079441733	0.0203705062312	0.0379373306946	0.0409416713841	0.104759197642	0.159737536909	0.203350827208	0.236505590764
a31	0.0156516887349	0.0311053520434	0.0470299185436	0.0100394067705	0.0180387064939	0.0128526381044	0.00627249123156	0.0124181884138	0.0366588870134	0.0143051103911	0.0186681407437	0.0390491512315	0.0479619604614	0.114754902547	0.15981775897	0.199353089069	0.216022616921
a21	0.0162030605783	0.0284326276811	0.0419163305145	0.0096536377235	0.0183289936313	0.0126037782348	0.00575536287719	0.0122117729713	0.0403599360045	0.0126041686304	0.0153020202479	0.0374467110772	0.0504820901538	0.124885234182	0.157595116323	0.17563529969	0.240583878974
a28	0.0109644930261	0.0167215525604	0.0299685978382	0.0064524603745	0.0106609540104	0.00805219037827	0.00704660262573	0.0138445393238	0.0282456363348	0.0106045327101	0.0104201320826	0.0220159353591	0.0414838627179	0.134209188061	0.175056112108	0.239334239897	0.234918982991
a15	0.0059887278087	0.0085571377868	0.0154203747461	0.00550858002483	0.0106951630035	0.0103003798928	0.0110347452086	0.0154627071079	0.0210434184449	0.0143560192367	0.0117751716942	0.0189900457864	0.0495950115726	0.120251042687	0.191067790703	0.320097219966	0.169856437664
a7	0.0028498413029	0.00450463022893	0.0079513992487	0.00596588590828	0.0150493420012	0.0175469726309	0.0157511134029	0.0177415863693	0.020535513815	0.0264399437456	0.0220252958981	0.0186275509288	0.0617250471909	0.0858122175623	0.192110700234	0.355735406655	0.129627469221
