 	vuole	andare	a	Lecce	</S>
a20	0.2332919	0.361471715	0.226097582	0.0949613025	0.08417755
a31	0.282091966667	0.351224165	0.189197055333	0.0944032478333	0.0830836166667
a18	0.247269595556	0.288598965	0.190856545111	0.192706097944	0.0805688422222
a46	0.164996785185	0.195110251667	0.148930416704	0.408524312648	0.0824382774074
a37	0.103280751062	0.129498381889	0.125857753901	0.541060490883	0.100302625802
a23	0.0616189516873	0.101110261963	0.144715237967	0.494292590294	0.198262915267
a18	0.0416619578958	0.124071187321	0.188202125989	0.420523693431	0.225540998422
a38	0.0340377529653	0.15081795244	0.19783733533	0.400808441144	0.216498519474
a37	0.0227084116551	0.117089358813	0.149036498443	0.364068950381	0.347096799825
a31	0.0185363542184	0.0881756376043	0.122574722814	0.29924047346	0.471472833275
a20	0.0157269430728	0.0689582472014	0.110646420938	0.19126879782	0.613399627758
</S>	0.0105430220364	0.0470545656007	0.087855175469	0.13210659891	0.722440688879
