 	stava	ancora	cucinando	</S>
a8	0.0885791	0.119603108	0.281200215	0.51061757
a46	0.0965175816667	0.113774454667	0.290464305	0.499243683333
a24	0.109961038889	0.153056794889	0.282855091667	0.454127121111
a37	0.129710202963	0.162613088296	0.257578567222	0.45009814037
a20	0.122109070988	0.139514929432	0.270320772407	0.46805518679
a31	0.135894020329	0.233916229811	0.286875744136	0.343314012263
a37	0.145004446776	0.29126435327	0.320146278045	0.243584947421
a31	0.128037638925	0.344592694423	0.306565979348	0.220803672474
a20	0.119317970975	0.407668408141	0.200116549783	0.272897047491
a31	0.0922165896583	0.29591171938	0.215948943261	0.395922749164
a6	0.0727053425528	0.179185288127	0.246805771087	0.501303603055
a31	0.0507352155176	0.125861164376	0.327603660362	0.495799947685
a20	0.0385348151725	0.0882475514587	0.422482233454	0.450735395895
a46	0.0359161057242	0.0749350338196	0.400304424485	0.488844435298
a31	0.0246715792414	0.0696281012732	0.373373168162	0.532327148433
</S>	0.0212620446207	0.0656560506366	0.349561104081	0.563520804216
