 	ho	cosa	a	fare	</S>
a23	0.27038919	0.22337372	0.1635737	0.154504845	0.188158605
a17	0.333071513333	0.1947145	0.123291023333	0.174686851667	0.174236131667
a31	0.346640204444	0.217710386667	0.147147801111	0.139111363889	0.149390243889
a8	0.351410721481	0.249133402222	0.159584831704	0.102787267963	0.137083757963
a31	0.320229953827	0.246404520741	0.140092175235	0.153378792654	0.139894545988
a13	0.201221634609	0.199893840247	0.122057555078	0.221625210885	0.255201775329
a24	0.10385349487	0.142934793416	0.094787115026	0.257323860295	0.401100731776
a31	0.06540109029	0.0977274411387	0.0752968510087	0.301486460098	0.460088137259
a13	0.0474131087633	0.0620302920462	0.0578520713362	0.325107993366	0.50759653242
a31	0.0359020695878	0.0524939423487	0.0497958871121	0.354293381122	0.507514707473
a18	0.0223536621293	0.0407481377829	0.0480259640374	0.417938353707	0.470933855824
a0	0.0110448519764	0.0203195200943	0.0447471893458	0.434314507902	0.489573901941
a39	0.0058227520588	0.0104221048648	0.0385407621153	0.392667339301	0.552547017314
</S>	0.0045510596294	0.0076263889324	0.0361976775577	0.361977854651	0.589647008657
