 	venne	scritto	</S>
a29	0.33723602	0.348524495	0.314239465
a24	0.38344907	0.316719725	0.299831158333
a37	0.432364403333	0.245362545	0.322273006111
a29	0.366800437778	0.282017775	0.351181782037
a13	0.254727605926	0.320073448333	0.425198954012
a11	0.150947686975	0.386010286111	0.463042034671
a31	0.107586363992	0.401417868704	0.490995771557
a39	0.103277387997	0.406539059568	0.490183563852
a18	0.0910207026657	0.447311453189	0.461667844617
a8	0.0729972468886	0.39615003773	0.530852681539
</S>	0.0556289874443	0.339955678865	0.604415290769
