 	mi	si	gonfiò	il	dito	</S>
a41	0.2438422	0.269867985	0.19781231	0.063223872	0.1235085635	0.1017450565
a20	0.33837202	0.355310211667	0.141255106667	0.0463584733333	0.0586684075	0.0600358058333
a39	0.37155379	0.363258970556	0.144212692222	0.0431975957778	0.0319126355	0.0458643336111
a31	0.35896708	0.347539966852	0.172408157407	0.0489136185926	0.0262004741667	0.0459706948704
a37	0.2834079	0.278552305617	0.195346252469	0.0675742128642	0.0578454780556	0.117273862957
a21	0.189391256667	0.187128475206	0.158285584156	0.0752350309547	0.137331129352	0.252628530986
a38	0.134767802222	0.133242138402	0.122531511385	0.0699766836516	0.191086539784	0.348395323662
a18	0.117964157407	0.116146816134	0.111372090462	0.0695380758839	0.195631053261	0.389347801221
a46	0.120122905802	0.117440182045	0.114657573487	0.0713921799613	0.184333761087	0.392053367074
a31	0.170311075267	0.134952770682	0.126998221162	0.0684725299871	0.173960887029	0.325304479025
a20	0.154364136422	0.105124211561	0.094723624054	0.060266335329	0.30681819901	0.278703463008
a46	0.0792787568073	0.055665724187	0.0498107616847	0.0547204827763	0.455912083003	0.304612174336
a31	0.0535467199358	0.046375665729	0.0340177455616	0.0401286645921	0.325325475334	0.500605698112
a8	0.0364598976453	0.0407050809097	0.0195526113539	0.0291330795307	0.214311179445	0.659838132704
a31	0.0228682205484	0.0293856646366	0.011236752618	0.0471959731769	0.215422636482	0.673890777568
</S>	0.0172616822742	0.0238755183183	0.009582782809	0.0619853865885	0.178313073241	0.708981588784
