 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.125259015	0.090743344	0.106972535	0.09239853	0.1122309305	0.132090293	0.114741869	0.046109931	0.099663058	0.079790492
a24	0.142142551667	0.0691983026667	0.0977818416667	0.076531279	0.0904169841667	0.095933813	0.0928454833333	0.0519346163333	0.203959506	0.0792556233333
a16	0.126649267222	0.0450441365556	0.0677211252222	0.0465181463333	0.0517302623889	0.0579543073333	0.0584314184444	0.0448151681111	0.411304188667	0.0898319924444
a28	0.084079301074	0.0441874578519	0.0533913710741	0.0287287691111	0.029698228463	0.0545831054444	0.0539301978148	0.041219450037	0.502931499556	0.107250627481
a31	0.0612364286913	0.0384332719506	0.042052946358	0.0202600157037	0.020186641821	0.0477676614815	0.0459180402716	0.068751741679	0.503219026519	0.15217422916
a37	0.0380636392304	0.0248538389835	0.0273700944527	0.0116223809012	0.011493369507	0.0232984101605	0.0233389997572	0.099629268893	0.587393795506	0.15293621972
a24	0.0290908920768	0.0215945519945	0.0236896808176	0.00912318463373	0.008485015969	0.0187991733868	0.0198740129191	0.107713691631	0.647248151835	0.114381646573
a46	0.0276390366923	0.0232464783315	0.0236329812725	0.00881869421124	0.00863255288967	0.0245323711289	0.0262960386397	0.139878095877	0.589326593945	0.127997138858
a31	0.0344152358974	0.0220908317772	0.0217759860908	0.00821796707041	0.0109641486299	0.0258305687096	0.0291942312132	0.138989065292	0.411467967982	0.297054002953
a10	0.0301320409658	0.0144919989257	0.0148768070303	0.00572805869014	0.00935860930997	0.0165957579032	0.0210263264044	0.109381848431	0.314592415994	0.463816134318
a11	0.0154785777219	0.00802096910857	0.00839639754343	0.00327196103005	0.00499573953666	0.0106404656344	0.0144074344681	0.111198636144	0.351970658665	0.471619138106
a31	0.047281830974	0.00737730183619	0.0143785747145	0.00485196747668	0.00950859551222	0.0155041078781	0.0217909708227	0.0885645903813	0.293282751555	0.497459306035
a0	0.0621191983247	0.00631320581206	0.0167030499048	0.00574045705889	0.0117827963707	0.0201199699594	0.0293950136076	0.0850637384604	0.212064899185	0.550697668678
a31	0.0468315774416	0.00610639113735	0.0108583119683	0.00553086325296	0.0143750386569	0.0189728876531	0.0257667445359	0.0855829328201	0.183627846395	0.602347422893
a39	0.0489150824805	0.00689986771245	0.0113082503228	0.00619280661765	0.020768017219	0.0231763108844	0.026611469512	0.0633171442734	0.200034375465	0.592776697631
a29	0.0325638864935	0.00438668069082	0.00927297084093	0.00628476640588	0.016609269073	0.0339986639615	0.0314317158373	0.0651101594245	0.253182351822	0.547159535877
a41	0.0147181262645	0.00193708178361	0.00476587508031	0.00565028880196	0.011915062691	0.0424825783205	0.0354652032791	0.0723522044748	0.225403373941	0.585310191959
a35	0.0075701609215	0.00106882872787	0.00379915029344	0.00827673060065	0.0301265865637	0.0782007877735	0.0760643464264	0.117578558158	0.200505911314	0.47680893732
a20	0.00568514437383	0.00106307420929	0.00398677396448	0.00920990966688	0.0446138221879	0.100152239258	0.122575922142	0.156746466053	0.214932887105	0.34103376244
a31	0.00907088079128	0.00180345046976	0.00477633032149	0.00666885682229	0.0353862347293	0.0849868997527	0.112092750714	0.157389075351	0.248848972368	0.338976524147
a37	0.0101423190638	0.00192851037659	0.00591401700716	0.00655519674076	0.0397814355764	0.129818779918	0.127149900238	0.13934803845	0.221714799123	0.317646978049
a2	0.0073829116546	0.00113713747886	0.00505611163572	0.00759345291359	0.0542292068588	0.189674566639	0.165512023413	0.112004459483	0.147370381374	0.31003971935
a20	0.0062927169182	0.00071966705962	0.00403162271191	0.0106194889712	0.0637840056196	0.20698532888	0.174137981138	0.107132693161	0.117350733791	0.30894575645
a0	0.0054882803394	0.000599573553207	0.0037234413373	0.0120200106571	0.0699996535399	0.202988109627	0.180155353713	0.107208476054	0.11686533793	0.300951775483
a31	0.00751299161313	0.00122656115107	0.0047648186791	0.0099317548857	0.0549288315133	0.174724579876	0.168329527904	0.125547423685	0.162787532643	0.290245968494
a16	0.00765165877104	0.00171488691702	0.00594917732637	0.0069953509619	0.0474497091711	0.204954563292	0.201839975968	0.130404717895	0.157621412214	0.235418542831
a31	0.00823517482368	0.00397288943901	0.00702693747546	0.0075955739873	0.0476346473904	0.196589741097	0.193732991989	0.132089512632	0.165816592071	0.237305940944
a20	0.00840686694123	0.004878590913	0.00703490465849	0.00793861879577	0.0356048694635	0.186169800366	0.176889903996	0.147985140877	0.176661714024	0.248429570315
</S>	0.00572524947062	0.0033765301065	0.00609075732924	0.00664569159788	0.0323079987317	0.232981265183	0.215269361998	0.148801630438	0.134551962012	0.214249530157
