 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.3332389	0.129392235	0.158159515	0.11875582	0.095770299	0.026833153	0.046867345	0.090982753
a31	0.389781206667	0.162937808333	0.198272208333	0.100016931667	0.053415317	0.0182207093333	0.0316428943333	0.0457129463333
a29	0.344939162222	0.182446222778	0.209153479444	0.117465958889	0.0697137936667	0.0142300384444	0.0223965697778	0.0396547964444
a46	0.294262714074	0.163622064259	0.186020783148	0.12044337163	0.0842632168889	0.0147509818148	0.0322387455926	0.104398116481
a11	0.233172284691	0.155014364753	0.179148214383	0.113704972543	0.066724747963	0.0278870356049	0.0501031118642	0.174245265494
a20	0.16849660823	0.131775361584	0.157011599794	0.109314405848	0.0632052226543	0.060180133535	0.0685111122881	0.241505541831
a8	0.107044222743	0.0914138291947	0.111327194265	0.0817339902827	0.0600282162181	0.068747417845	0.0877790924294	0.391925993944
a31	0.112854967581	0.0862206750649	0.104101624088	0.0722340734276	0.0711193057394	0.0704265659483	0.0970885794765	0.385954181315
a38	0.127793319194	0.0874308450216	0.116255394696	0.0712865178092	0.0953847235798	0.0900824053161	0.134299988492	0.277466787105
a31	0.144361946398	0.0657405583405	0.101301891565	0.0549229849364	0.0952621711933	0.0868085171054	0.212067512831	0.239534382368
a24	0.134981050466	0.0449844477802	0.0895300871883	0.0413323039788	0.0741002780644	0.0713670500351	0.335566440944	0.208138304123
a37	0.067506608822	0.0270786239267	0.0707173040628	0.0354052023263	0.0668772070215	0.075866022345	0.377238453648	0.279310558041
a15	0.032063287774	0.0185477389756	0.0462164756876	0.0315210661088	0.0657761076738	0.0855181027817	0.312443377883	0.407913809347
a31	0.0492437870913	0.0204696593252	0.0486069012292	0.0259183283696	0.0495550752246	0.0731335779272	0.248043729294	0.485028903116
a20	0.0551126970304	0.0239499647751	0.0569452814097	0.0230769934565	0.0454351980749	0.0709207109757	0.306510846431	0.418048277705
a31	0.0409629130101	0.0227953565917	0.0431753548032	0.0182984014855	0.0427777693583	0.0786960769919	0.30986537881	0.443428715902
a37	0.0394778690034	0.0236089171972	0.0375931682677	0.0147504008285	0.0285614647861	0.0813821889973	0.283325672937	0.491300301967
a46	0.0287365483345	0.0309646023991	0.0592798860892	0.0196377112762	0.0304375145954	0.0828597346658	0.382529427646	0.365554563989
a20	0.0193676524448	0.027897088133	0.0608097203631	0.0209257089254	0.0612893138651	0.0795753665553	0.388598329215	0.341536794663
a24	0.0115902579149	0.0135984935443	0.034779833121	0.0179389498085	0.120724517955	0.0896287388518	0.337451996405	0.374287171554
a31	0.014830653405	0.0087987193481	0.0209546133737	0.0152100826028	0.111767329318	0.127870666284	0.305478068802	0.395089820518
a17	0.019456153135	0.00874691111603	0.0191866431246	0.0128226555343	0.0719594477727	0.162928105428	0.292449139601	0.412450923506
a20	0.0170045563783	0.0104713287053	0.0360862687082	0.0321306511781	0.101596490591	0.158267865143	0.2857087632	0.358734054502
a38	0.0131380004594	0.0110632955684	0.0496259179027	0.052717222726	0.132333720197	0.135637211714	0.300799037733	0.304685564834
a31	0.0157547741531	0.0087333971228	0.0374760813009	0.0397483639087	0.0990865457323	0.154996510571	0.317335052578	0.326869254945
a17	0.0201100693844	0.0092785213076	0.0294007224336	0.0314037119696	0.0704946575774	0.218307946857	0.287513657526	0.333490698315
a31	0.0234262727948	0.0094035448692	0.0263729841445	0.0306333383232	0.0572406691925	0.230889958952	0.290039302509	0.331993906105
a37	0.0332362829316	0.00929509172307	0.0222979967148	0.0225409127744	0.0344107717308	0.261122772984	0.281355010836	0.335741152035
</S>	0.0394619234658	0.0107035413615	0.0248346438574	0.0212846998872	0.0352948238654	0.311665636492	0.240289545418	0.316465211018
