 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.111631913	0.1011257	0.093622212	0.073262655	0.0770748975	0.3088055	0.23447715
a0	0.090464112	0.155164873333	0.131791870667	0.0893537916667	0.0580842115	0.265811866667	0.209329276667
a31	0.0734002816667	0.199530617778	0.152528238889	0.0806979438889	0.0455136111667	0.247497108889	0.200832195556
a13	0.0670536395556	0.168747852593	0.117426349963	0.0627246492963	0.0380189863889	0.23960006963	0.306428478519
a31	0.0776193721852	0.128566237531	0.0805588959877	0.0455217477654	0.0335160067963	0.212326409877	0.421891386173
a8	0.0710381190617	0.0894637135103	0.0469459289959	0.0281954993551	0.0313749072654	0.178929093292	0.554052798724
a31	0.0672324713539	0.0640211275034	0.0354296289986	0.0250267465517	0.0271864467551	0.237120047764	0.543983569575
a13	0.0747136037846	0.0449241031678	0.0307351389995	0.0272961786839	0.027557397585	0.263849932588	0.530923663192
a31	0.0695624445949	0.0400619743893	0.0227049533332	0.0222720503946	0.0333653738617	0.202247850863	0.609785357731
a17	0.0611425785316	0.0415515571298	0.0203085991111	0.0194553224649	0.0415642872872	0.171563400288	0.64441426591
a31	0.0506481788439	0.0400359050433	0.018685590037	0.0197456768216	0.0598587360957	0.154031206763	0.656994735303
a13	0.0419533366146	0.0379172356811	0.0201231380123	0.0207359569405	0.0951654270319	0.166721922254	0.617382975101
a31	0.0295586308715	0.0355942155604	0.0228795530041	0.0208789849802	0.159033999011	0.178713557418	0.5533410317
a28	0.0228737532905	0.0330808375201	0.0227901473347	0.0212520819934	0.187420913004	0.200543635806	0.512038620567
a10	0.0116804032635	0.0219257275067	0.0160308391116	0.0189476203311	0.141577674335	0.224771741935	0.565065993522
a31	0.00994602358783	0.0191101435022	0.0161234063705	0.023900120777	0.179022571445	0.257304693978	0.494593041174
a30	0.00875513919594	0.0170909281674	0.0152891922235	0.022560398259	0.194697420482	0.303733321326	0.437873590391
a31	0.00587009359865	0.0143684377225	0.0133154058412	0.022933422753	0.171012523494	0.360054923775	0.412445196797
a20	0.00475687836622	0.0131044024408	0.0124268761471	0.024417117251	0.153844394498	0.430810147925	0.360640212266
a28	0.00316204028874	0.0113509406803	0.00894637924903	0.021804103417	0.102363721499	0.473716372642	0.378656444089
a31	0.00420293852958	0.0164653092268	0.014202882083	0.028360853139	0.115149353833	0.451626264214	0.369992364696
a35	0.00473419380986	0.0176587314089	0.0168293946943	0.0376384253797	0.161834171278	0.423758294738	0.337546761565
a31	0.00393151966995	0.014701883803	0.0141672015648	0.0367238854599	0.159250873759	0.432323511579	0.338901120522
a46	0.00328463522332	0.0122848639343	0.0113809618549	0.0271179251533	0.120429984586	0.442024457193	0.383477206841
a31	0.00341267040777	0.0118807303114	0.0104453914516	0.0255907333844	0.102374768195	0.429278012398	0.417017718947
a10	0.00382274643592	0.0128660204371	0.0104943700839	0.0252141217948	0.099437056065	0.422292150799	0.425873539649
a8	0.00383146487864	0.0127859611457	0.0108958857946	0.0390507702649	0.145485828688	0.405560410266	0.382389679883
a31	0.00351115862621	0.0116988133819	0.0114357222649	0.042452256755	0.152187834229	0.388353636755	0.390360559961
</S>	0.0029473746631	0.010333877191	0.00997891863245	0.0292060583775	0.113935904114	0.398280518378	0.43531732998
