 	non	ho	cosa	a	fare	</S>
a8	0.18108971	0.262551205	0.23239211	0.107678442	0.10930053	0.10698802
a31	0.22974067	0.317476711667	0.182206783333	0.0969605473333	0.1056503	0.0679649833333
a37	0.264449266667	0.306255970556	0.188476821111	0.0914064091111	0.0855340133333	0.0638774977778
a11	0.261712265556	0.271455193519	0.197851907037	0.10228783637	0.0645921391111	0.102100675926
a13	0.228297375185	0.24030953784	0.183141872346	0.131481805457	0.0831042243704	0.133665195309
a20	0.155589913395	0.186258422613	0.168472390782	0.165662498486	0.14609481479	0.177921928436
a31	0.085966628465	0.118670823204	0.114001057927	0.130700532829	0.285496568263	0.265164376145
a8	0.0510565304883	0.119504956735	0.126658720309	0.108727500943	0.302686972754	0.291365318715
a31	0.0319748733628	0.110443913245	0.131601515436	0.0992479736477	0.190815990918	0.435915732905
a46	0.0181842896543	0.0540902400817	0.0700410794787	0.0605145588826	0.219170886973	0.577998944302
a8	0.0130561961514	0.0292593806939	0.0388286748262	0.0468668122942	0.300650495658	0.571338448101
</S>	0.0085858464757	0.019398119347	0.0275873364131	0.0385987986471	0.321726697829	0.58410322405
