 	viene	fabbricato	</S>
a31	0.463155415	0.32223961	0.214604975
a24	0.532086015	0.321229206667	0.146684758667
a31	0.726967881667	0.205867525556	0.067164573889
a18	0.757658903889	0.200839095185	0.041502000963
a31	0.660072251296	0.285981591728	0.0539461826543
a37	0.510274523765	0.389298113909	0.100427357551
a31	0.382117041255	0.465635371303	0.15224755585
a20	0.267973337085	0.412726630434	0.319300005283
a41	0.267715049028	0.365551833478	0.366733081761
a31	0.242772223009	0.303513949493	0.453713807254
a35	0.128665984336	0.167227371498	0.704106635751
</S>	0.108077532168	0.121404635749	0.770517817875
