 	non	so	cosa	scrive	</S>
a46	0.31618037	0.0843991525	0.173419838	0.1376688975	0.28833179
a8	0.350066136667	0.0800031508333	0.283168092667	0.0896787575	0.197083913333
a31	0.376754445556	0.158268211944	0.289198544222	0.0540318381667	0.121746946111
a13	0.353287858519	0.271757790648	0.220762201407	0.0509922583889	0.103199857037
a31	0.288162186173	0.338868203549	0.162056169136	0.081034324463	0.129879099012
a28	0.232428935391	0.376588061183	0.131271463712	0.098537289821	0.161174226337
a31	0.243835628464	0.329029603728	0.128040023237	0.123883573274	0.175211165446
a37	0.249519776155	0.308481731243	0.144791567746	0.131572366425	0.165634538482
a31	0.231188082052	0.264346543748	0.146287055915	0.146459710808	0.211718582827
a11	0.202019370684	0.189007131249	0.224683835305	0.143800373603	0.240489267609
a31	0.130293508895	0.14793598375	0.240190483768	0.135573487868	0.346006512536
a20	0.0844312826317	0.0924111279167	0.264656599923	0.128659162623	0.429841837512
a31	0.0492072005439	0.0662473973056	0.265617379974	0.103281592874	0.515646445837
</S>	0.030808168272	0.0563404956528	0.167588009987	0.108492399437	0.636770922919
