 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.15356432	0.194114675	0.25872127	0.135774395	0.09984961	0.054804568	0.041962435	0.0612087355
a31	0.17995975	0.229872478333	0.240739383333	0.150697475	0.0822179633333	0.0504924513333	0.0354272916667	0.0305931901667
a7	0.21909011	0.241643696111	0.191909214444	0.156840135	0.0874598731111	0.0430588737778	0.0285445205556	0.0314535347222
a46	0.217616883333	0.22347718537	0.154986784815	0.157706831667	0.114491913037	0.0459422479259	0.0294380991852	0.0563400582407
a10	0.174345101111	0.178086998457	0.152616794938	0.157300243889	0.136859051012	0.0616671893086	0.0506519733951	0.0884726760802
a14	0.141588737037	0.144896889486	0.135773818313	0.145979887963	0.129933977004	0.0790991531029	0.0994530291317	0.12327451536
a31	0.113070522346	0.109039409829	0.105761592771	0.122312159321	0.102781929001	0.071392269701	0.223965003044	0.151677111787
a0	0.0798120941153	0.0857048966097	0.077361178257	0.11930780644	0.0789010130003	0.0707092619003	0.317270547681	0.170933217262
a20	0.0538580113718	0.0770925055366	0.060400483419	0.124775787147	0.0658288476668	0.0922886239668	0.347002759227	0.178753019087
a31	0.0446011284573	0.0690732218455	0.051232936473	0.114270647382	0.0498565858889	0.0715265946556	0.306892453076	0.292546456362
a10	0.0297482188191	0.0553967672818	0.0386155981577	0.100669069127	0.037954088963	0.0319072248852	0.252660687692	0.453048365454
a0	0.015897891273	0.0382695297606	0.0241159613859	0.0766731623757	0.0318094349877	0.0292832969617	0.349507432564	0.434443301818
a18	0.016405083091	0.0321385725869	0.0210354551286	0.0561114381252	0.0264494693292	0.0390414696539	0.448870047521	0.359948467273
a17	0.019691294697	0.0289730551956	0.0193856250429	0.0390866653751	0.0202705691097	0.0429150685513	0.461000279174	0.368677439091
a8	0.0180485322323	0.0224285010652	0.0254505270143	0.029389953125	0.0173247710366	0.0537275215171	0.391901649725	0.44172854303
</S>	0.0153234651162	0.0180126760326	0.0334481815071	0.0276300815625	0.0176079975183	0.0634395437586	0.327724834863	0.496813241515
