 	non	sono	ancora	vestita	</S>
a31	0.33503075	0.19983314	0.0886063705	0.185931305	0.190598455
a23	0.431368936667	0.18385534	0.0615378575	0.184070888333	0.139166991667
a31	0.508245692222	0.205130796667	0.0504509378333	0.154156642778	0.0820159225557
a7	0.470258280741	0.283456422222	0.0411345366111	0.132092269593	0.0730584678519
a31	0.486578060247	0.291570974074	0.0654284562037	0.0872805951977	0.0691418909506
a13	0.472721320082	0.247000204691	0.0779607094012	0.0689418663992	0.133375880317
a31	0.474332683361	0.18087201823	0.0650420138004	0.0813411201331	0.198412180106
a37	0.395302234454	0.12149893941	0.0612170659335	0.085821925711	0.336159880035
a18	0.265574018151	0.10362572647	0.0364851266445	0.0785145675703	0.515800593345
a31	0.206384712717	0.07956290549	0.0631509388815	0.0989028241901	0.551998631115
a46	0.135249445906	0.0586475961633	0.0847986476272	0.12219717973	0.599107157038
a8	0.0892547119687	0.0416318537211	0.0516388665424	0.157345706577	0.660128865679
</S>	0.0809803184844	0.0289874378606	0.0371800272712	0.178802948289	0.67404923284
