 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.116498335	0.128621132	0.14135495	0.111659485	0.034540988	0.043373353	0.0339593375	0.0416069395	0.0920354335	0.110292249	0.1460578315
a31	0.145872748333	0.184113344	0.210231933333	0.0891214916667	0.029113227	0.0484220136667	0.0397499491667	0.0421573815	0.0595300568333	0.0680303166667	0.0836575735
a20	0.184250629444	0.223108074667	0.244480244444	0.0688386585556	0.0242930023333	0.0391200798889	0.0287670643889	0.0293249925	0.0398465919444	0.0588250698889	0.0591455881667
a31	0.205909129815	0.219755388222	0.208091431481	0.0509241441852	0.0349949977778	0.0412746892963	0.0230057767963	0.0158364898333	0.0304857759815	0.084711349963	0.0850108143889
a7	0.164921279938	0.170690657407	0.148643640494	0.0358158713951	0.0468989065926	0.0431197630988	0.0226059092654	0.00724034917777	0.0219945783272	0.106137416654	0.23193162813
a31	0.108525079979	0.118428703802	0.108322051831	0.032659805465	0.0688816015309	0.0615552910329	0.0411820037551	0.0121751649593	0.0194439467757	0.115282285551	0.313544046043
a24	0.0787961966597	0.092017177934	0.0810397136103	0.0275222258217	0.0784742858436	0.071130282011	0.052171058585	0.0170378933198	0.0196006065919	0.124095035184	0.358115485348
a37	0.0713143208866	0.085756685978	0.0738929492034	0.0206214092739	0.0579417196145	0.0461506646703	0.0352128585283	0.0106320578066	0.0186062471973	0.162110128395	0.417760941783
a31	0.0623315322955	0.0743620866593	0.0647630297345	0.032148424758	0.0579791188715	0.0478921338901	0.0433119911761	0.0202284106355	0.0329904487324	0.183475432798	0.380517403928
a11	0.0449422994318	0.0578934682198	0.0475277599115	0.036531244586	0.0543340362905	0.0473669469634	0.048585893392	0.0290192932118	0.0439253085775	0.179578407599	0.410295344643
a31	0.0336177904773	0.0477445430733	0.0375405189705	0.0375430245287	0.0446771087635	0.0389923453211	0.0441667507973	0.0448980174039	0.0632225161925	0.189506432533	0.418090934881
a3	0.0214847999924	0.0349189710244	0.0257944666568	0.0351817278429	0.0409859549212	0.035665103107	0.0459895282658	0.063309141468	0.0935096367308	0.224868224178	0.378292438294
a27	0.0143740148308	0.0264154410081	0.0181363485523	0.017086132781	0.0302374356404	0.0279516407023	0.0594232827553	0.0588999194893	0.0905542769103	0.241622198059	0.415299319431
a20	0.0129307682769	0.0198792666694	0.0139962098508	0.00935976496033	0.0234785438801	0.0370261705674	0.0944201062518	0.0492727518298	0.0694982129701	0.242793349353	0.42734483981
a31	0.0111069659256	0.0167761295565	0.0129750682836	0.0102179498534	0.0216561632934	0.0375010105225	0.0852652527506	0.0456107042766	0.0787164583234	0.274809636451	0.40536462327
a20	0.00676250760853	0.0128974091855	0.0101136974279	0.00982652005113	0.0180302170978	0.0250179238408	0.0576257309169	0.0711794197589	0.116064549441	0.28701633215	0.385465677757
a11	0.00537043833618	0.0116994670618	0.00886856214263	0.00622583688371	0.0134089590326	0.0331898359469	0.0667003329723	0.0996870085863	0.121109024814	0.252697867383	0.381042669252
a13	0.00548598397873	0.0119074420206	0.00948374904754	0.00662815756124	0.0147847643442	0.0505498499823	0.0817975443241	0.107726431529	0.100658756605	0.207008162461	0.403969183084
a28	0.00530934039291	0.0117397880069	0.0104486346825	0.00985435835375	0.0202591051147	0.0558777226608	0.0888086547747	0.11157937051	0.090529065535	0.193367484154	0.402226514361
a31	0.00452821719764	0.0098154492023	0.00967016389417	0.00951368345125	0.0174590923716	0.0393844070203	0.0647615092582	0.09703546017	0.101078655178	0.261209708051	0.38554365812
a39	0.00319361393255	0.00728642980077	0.00798642479806	0.00550986405042	0.00898446312387	0.0225877404734	0.0388312150861	0.0783894067233	0.143640601726	0.330944936017	0.352645282707
a31	0.00326366897752	0.0111685844669	0.011083135766	0.00626630291681	0.00612730470796	0.0161477724911	0.0280532888954	0.0617543432411	0.173301880575	0.368103212006	0.314730487569
a8	0.00326237652584	0.013390913489	0.0134467675887	0.00937836097227	0.00518668690265	0.00967574699703	0.0230979764985	0.0582830400804	0.201017366858	0.355913577335	0.307347175856
</S>	0.00259257106292	0.0113523627445	0.0126184097943	0.0104382694861	0.00532110595133	0.0100245942485	0.0291989292493	0.0695115820402	0.227184318429	0.305310248668	0.316447597928
