 	lo	posso	finire	di	scrivere	</S>
a20	0.145026006	0.26678933	0.3247065	0.109277185	0.06834149	0.085859465
a31	0.213969855333	0.26793499	0.295490823333	0.104954941667	0.0549251006667	0.0627242636667
a39	0.207517678444	0.23430206	0.239223267778	0.139378178889	0.0970688075556	0.0825099898889
a24	0.140811986148	0.161109786667	0.169728819259	0.25066514963	0.153175535852	0.12450872663
a18	0.0753458153827	0.0945504315557	0.127643779753	0.303618589877	0.220665531951	0.17817585221
a24	0.0339797327942	0.0541325688519	0.0949143065843	0.241007393292	0.312986747317	0.262979250737
a31	0.0157762617314	0.056771853284	0.0835331921948	0.158664471097	0.330662332439	0.354591890246
a20	0.00830476041047	0.0537745640947	0.0660927640649	0.114740663699	0.281987760813	0.475099496749
a31	0.00725721817016	0.0615557196982	0.055240721355	0.0957381778997	0.244939503604	0.53526866225
a1	0.00694240659005	0.0702239082327	0.049835965785	0.0722349459666	0.266705221201	0.534057534083
a31	0.0107804880634	0.0547217844109	0.035566708595	0.0784697886555	0.255508077067	0.564953158028
</S>	0.0163514890317	0.0565923972054	0.0353397312975	0.0990731493277	0.215465313534	0.577177949014
