 	l	ho	sentito	che	viene	</S>
a34	0.186614932	0.211320805	0.0752391368	0.036447476	0.1039721435	0.3864055365
a46	0.0874414443333	0.086360935	0.0453964548	0.0527198226667	0.178957661167	0.5491236655
a41	0.0689705004444	0.0520102483333	0.0643879112667	0.0888942608889	0.222249020389	0.503488061833
a19	0.0569426988148	0.0493022704444	0.0751548987556	0.085952176963	0.250297046796	0.482350917278
a31	0.0661688082716	0.0534498711481	0.0543921475852	0.068162081321	0.267506498932	0.490320605759
a20	0.0622072207572	0.037838905716	0.0269738388617	0.0456775934403	0.219538107977	0.607764348586
a31	0.0395634049191	0.0300907752387	0.0221158626206	0.0650306518134	0.207804327659	0.635394972862
a24	0.0317385003064	0.0273622231796	0.0221524475402	0.0799369359378	0.218952285886	0.619857590954
a31	0.0201426367688	0.0178221214932	0.0179994121801	0.108739943979	0.217827628629	0.617468230318
a23	0.0143651555896	0.0225250748311	0.0334244333934	0.277049141326	0.22520943621	0.427426730106
a20	0.0224853411965	0.0329821806104	0.0421131767978	0.308973287109	0.221397195403	0.372048786702
</S>	0.0331913115982	0.0391619328052	0.0363637193989	0.222971853554	0.234936117702	0.433375028351
