 	lo	sentii	che	viene	</S>
a43	0.517364115	0.259423475	0.077465183	0.082182085	0.063565172
a17	0.453248045	0.259232175	0.0761584213333	0.111177581667	0.100183786
a11	0.410566995	0.277743731667	0.105175198778	0.101658947222	0.104855118667
a31	0.315356121667	0.294244523889	0.130294489593	0.144699539074	0.115405306222
a46	0.217795503889	0.319519841296	0.127574399864	0.193686016358	0.141424208741
a6	0.193408281296	0.336601870432	0.128110286621	0.198623218786	0.143256336247
a31	0.220345797099	0.261824083477	0.10974994754	0.219986752929	0.188093432082
a15	0.256627769033	0.160092729826	0.09136407118	0.24368816431	0.248227284027
a20	0.195609533011	0.115409675275	0.0759119877267	0.24271340477	0.370355428009
a31	0.151666151004	0.105025920092	0.0766817419089	0.22166009159	0.444966129336
a17	0.137879413001	0.092394098364	0.0702270969696	0.198406103863	0.501093313112
a31	0.109886487	0.0699541481213	0.0710205466565	0.180663844621	0.568474987704
a13	0.0904460923333	0.0577856647071	0.0720650548855	0.234606198207	0.545096995901
a39	0.0468686731111	0.055285181569	0.0594732109618	0.332266862736	0.5061060653
a46	0.0280269057037	0.0610887488563	0.0636602889873	0.399827717579	0.4473963551
a31	0.0781374409012	0.0534517596188	0.0889077416624	0.35331144586	0.4261916417
a18	0.1054542013	0.0436858032063	0.109152563887	0.26192417862	0.479783270567
</S>	0.07791108215	0.0427447491032	0.101794961943	0.24588128431	0.531667935283
