 	il	lenzuolo	vuole	lavato	</S>
a31	0.27648712	0.35367488	0.144609475	0.127468225	0.0977603425
a7	0.412331296667	0.278803123333	0.140002891667	0.107577108333	0.0612856121667
a31	0.513775365556	0.253037057778	0.101748475889	0.0782398527777	0.0531992737222
a0	0.424517841852	0.233205862593	0.0835277692963	0.155284944259	0.103463577907
a17	0.309964233951	0.231787420864	0.0773721850988	0.206304758086	0.174571395969
a13	0.33868480465	0.276244396955	0.0600773670329	0.146769119362	0.178224315323
a31	0.366358294883	0.256253298985	0.042666689011	0.149040306454	0.185681405108
a17	0.283567211628	0.177210957995	0.0384789770037	0.203463825485	0.297279041703
a8	0.199409363876	0.136506377665	0.0321760596679	0.219884298495	0.412023893901
a31	0.178539411292	0.103852000888	0.0352193612226	0.210935232832	0.4714539713
a24	0.122696438097	0.0612254426293	0.0334550182409	0.168554074277	0.614069010433
a46	0.065491343699	0.0428235748764	0.0185209249136	0.170082321426	0.703081836811
a24	0.0627235125663	0.0523611382921	0.0170161263045	0.230996463809	0.636902765604
a37	0.0616165495221	0.070594572764	0.0247031791015	0.26758457127	0.575501128535
a31	0.0458073585074	0.065300172588	0.0292323540338	0.20525357709	0.654406562845
</S>	0.0373607112537	0.048207748794	0.0274128535169	0.128472243545	0.758546481423
