 	non	ci	dimentichiamo	mai	</S>
a31	0.217834375	0.20476339	0.129924965	0.230140215	0.217337085
a20	0.390229581667	0.131638433333	0.111653953833	0.183094751667	0.183383306667
a31	0.610172060556	0.0670591234443	0.045563802111	0.131313730556	0.145891297222
a11	0.647710553519	0.0392752951481	0.0220043929037	0.145394360185	0.145615369074
a20	0.584721174506	0.039309688716	0.0130180488346	0.165553856728	0.197397176358
a31	0.588005814835	0.046511241572	0.0165532139449	0.135447762243	0.213481898786
a11	0.531655724945	0.0423646271907	0.0152787326483	0.108300394081	0.302400462929
a31	0.480055061648	0.0550927703969	0.0325762488828	0.0987973146937	0.333478597643
a18	0.455499407216	0.0623066324656	0.0420859832943	0.0812808465646	0.358827152548
a42	0.314469119072	0.0399900651552	0.0200051186648	0.112544740522	0.512990970849
a31	0.247940823024	0.0607707583851	0.0616844201216	0.138379353507	0.491224670283
a18	0.187926787675	0.0723634211284	0.0895027557072	0.119951331169	0.530255736761
a31	0.139390622558	0.0556578720428	0.109016887569	0.13525564039	0.560678995587
a39	0.107940738853	0.0445391890143	0.114349460523	0.176511083463	0.556659515196
a31	0.071293752951	0.0347750100048	0.100309238174	0.228026391154	0.565595571732
a20	0.0486366016503	0.0304226549016	0.109843462725	0.322332710385	0.488764540577
a39	0.0533489192168	0.0151200515339	0.145405934242	0.333966056795	0.452159013526
a31	0.0455258984056	0.0128538288446	0.158674524747	0.266637942265	0.516307787842
a14	0.0237516938019	0.0116199790815	0.133352381582	0.338969117422	0.492306829281
a46	0.0203639316006	0.00820043139383	0.267346820527	0.385922939141	0.31816589976
a20	0.0201042042002	0.00979458169794	0.482093793509	0.26946522638	0.218542206587
a31	0.0141906572001	0.0108701553993	0.391335418503	0.231500208793	0.352103552196
</S>	0.00965585380005	0.00970716844965	0.209908990252	0.260856054397	0.509871926098
