 	voglio	che	Maria	venga	domani	</S>
a31	0.1020285075	0.20758177	0.25276164	0.0774374775	0.069336	0.29085456
a35	0.2378663675	0.27283171	0.197450823333	0.0549638965	0.0483979746667	0.188489201
a31	0.4060593625	0.276557793333	0.162389024444	0.0431943941667	0.0321746552222	0.079624732
a37	0.4191710575	0.302525781111	0.165669901481	0.0474435113889	0.0247394127407	0.0404502516667
a31	0.414891479167	0.339588537037	0.16088946716	0.0360360997963	0.0223154475802	0.0262788628889
a11	0.398109586389	0.317834312346	0.177032819053	0.0273575022654	0.0249554365267	0.054710242963
a31	0.298429868796	0.377009794115	0.168010618351	0.0233710780885	0.0444749781756	0.088703594321
a20	0.251340059599	0.360040001372	0.132305418117	0.0204452203628	0.0602676393919	0.175601628107
a13	0.2535705032	0.256765640457	0.144208899372	0.0182832977876	0.0601345577973	0.267037102702
a20	0.242963791067	0.219414470152	0.155768169791	0.0213617059292	0.0634017765991	0.297090087567
a31	0.249421977022	0.273959876717	0.12589942993	0.0238213106431	0.0664111681997	0.260486235856
a18	0.270466595674	0.285311558906	0.0933765016433	0.0253800842144	0.0833131660666	0.242152091952
a31	0.222698845225	0.227836819635	0.0675816515478	0.0308918624048	0.0993831053555	0.351607723984
a36	0.128246788408	0.212029623212	0.0465965965159	0.0423356781349	0.145636861785	0.425154494661
a31	0.074133996136	0.129191780404	0.0343038788386	0.055358882045	0.190992827262	0.516018684887
a20	0.0431285380453	0.0674831261347	0.0229660079462	0.0731030406817	0.254265449087	0.539053861629
a31	0.0258045707818	0.0450091762782	0.0220281579821	0.0876687968939	0.299138533029	0.520350753876
a20	0.0140237336939	0.0219608696594	0.0191534236607	0.113114992298	0.300422217676	0.531324777959
a31	0.0102954522313	0.0173581608865	0.0243398852202	0.121980514099	0.319162545892	0.506863465986
</S>	0.00772859061565	0.0157804069432	0.0307434626101	0.107037872049	0.321138007946	0.517571652993
