 	mi	sono	vestito	</S>
a39	0.41219202	0.19378721	0.23673506	0.15728572
a11	0.46273959	0.170246053333	0.24650463	0.12050973
a13	0.522536733333	0.140993704444	0.194133145333	0.142336403333
a18	0.467001947778	0.167712001481	0.177541400444	0.187744627778
a31	0.303779832593	0.17761539716	0.316155060148	0.202449685926
a37	0.207721587531	0.162133189053	0.402221220049	0.227924005309
a15	0.181655165844	0.157096186351	0.379337006683	0.281911668436
a31	0.141057431948	0.141561468784	0.386143248894	0.331237899479
a46	0.100889985649	0.123584624928	0.430093222965	0.345432176493
a31	0.0988004335497	0.162364220309	0.413641677655	0.325193658831
a20	0.0883959338499	0.171750833436	0.370968569218	0.36888467961
a31	0.0699724392833	0.102156561145	0.274414666406	0.553456353203
</S>	0.0674838976416	0.0690746455725	0.175514698203	0.687926776602
