 	vuole	vuole	mangiato	caldo	</S>
a37	0.31293477	0.295513205	0.141988705	0.1028857325	0.1466776525
a31	0.438430403333	0.294332845	0.129977758333	0.0588984148333	0.0783606241667
a41	0.513024641111	0.292026361667	0.097129446111	0.0314531556111	0.0663663917222
a31	0.53892893037	0.254682560556	0.10941407537	0.0232409738704	0.0737334272407
a11	0.477560103457	0.267572780185	0.15316085179	0.0301367839568	0.0715694237469
a20	0.378841917819	0.286415510062	0.18688931393	0.0451156669856	0.102737551249
a31	0.39263509594	0.247503973354	0.162583727977	0.0544451203285	0.14283203375
a18	0.374373218647	0.179871454451	0.0949128253257	0.112817891443	0.238024554583
a31	0.255347546216	0.119983958817	0.0654553244419	0.178813577148	0.380399571528
a20	0.164774566739	0.0693279502723	0.0526524054806	0.220222619049	0.493022447176
a21	0.107791626913	0.0561302434241	0.0489018308269	0.27822964635	0.508946669059
</S>	0.104799673457	0.0612148117121	0.0607896729134	0.303451983175	0.46974389953
