 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.15049731	0.188538175	0.19501503	0.1603067575	0.08425669	0.085694035	0.135692035
a31	0.154726053333	0.289705891667	0.16826395	0.136655580833	0.093554195	0.074199915	0.0828944436667
a4	0.151730784444	0.376715457222	0.139250773333	0.129011893611	0.0793253083333	0.0569917373333	0.0669740312222
a46	0.132007759481	0.355030112407	0.105834174444	0.17563511787	0.0633860234444	0.0672200314444	0.100886728407
a31	0.102037384494	0.238055175469	0.076467692148	0.189662365957	0.0533325871481	0.115383440481	0.225061342802
a28	0.0723413858313	0.13318636649	0.0515656933827	0.184961471986	0.061412957716	0.206638416827	0.289893750934
a27	0.0376614129438	0.0775404221633	0.0283791001276	0.213481707329	0.0670783159053	0.313864645609	0.261994446978
a31	0.0245938236479	0.0562492707211	0.0176691297092	0.18910425911	0.0666564219684	0.37519778187	0.270529318993
a49	0.0178520845493	0.0487515252404	0.0120013465697	0.179772339703	0.0889593239895	0.43031602729	0.222347336331
a23	0.0111649617498	0.0353258710801	0.0078889037899	0.151829356568	0.108472379663	0.528937709097	0.156380808777
a31	0.0107746351499	0.02899686136	0.00785355552997	0.113239627189	0.111431706221	0.488454453032	0.239249152926
a29	0.0118683227166	0.03765374712	0.01242587351	0.101904794063	0.101825345074	0.388150034344	0.346171870975
a17	0.00863301683887	0.04285627704	0.0122067338367	0.084897978021	0.0942717666913	0.384774454781	0.372359736992
a20	0.00496596997962	0.0324777810133	0.00706240754557	0.0563106393403	0.10991719223	0.445451011594	0.343814972331
a17	0.00311670675987	0.0194221856711	0.00356425471519	0.0356278597801	0.136811904077	0.489979977198	0.31147708411
a31	0.00495518891996	0.0345880898904	0.0144996478384	0.04539577126	0.130201556692	0.377217629066	0.393142094703
a20	0.00543433697332	0.0500345466301	0.0198370602795	0.0532997617533	0.121024114231	0.269147199689	0.481222981568
a31	0.00838298299111	0.0416421148767	0.0274032400932	0.0438055972511	0.123631354744	0.23451962323	0.520615077189
a3	0.011969456997	0.0372053309589	0.0303264704644	0.0426846890837	0.143156301581	0.208794247743	0.525863479063
a31	0.013869491999	0.0336325419863	0.0249182955881	0.0424767670279	0.161357740527	0.198096532581	0.525648599688
a8	0.0155233426663	0.0265098973288	0.0293402935294	0.0419487870093	0.179887973509	0.217668817527	0.489120863229
</S>	0.0141947423332	0.0220281711644	0.0277500442647	0.0417303345046	0.210144156754	0.248099333764	0.436053196615
