 	voglio	che	Maria	viene	domani	</S>
a33	0.134237565	0.378942165	0.16423263	0.041921339	0.0588328205	0.221833424
a31	0.183739185	0.517289131667	0.123038991667	0.0292557716667	0.0465759551667	0.100100935
a11	0.318293711667	0.462033587222	0.112429022222	0.0285860285556	0.0314441727222	0.047213487
a31	0.412959537222	0.388636762407	0.111880717407	0.0390607415185	0.0226112732407	0.0248510186667
a18	0.374067992407	0.364390570802	0.149783495802	0.0465740738395	0.0299062890802	0.0352776215556
a31	0.277105904136	0.414865740267	0.165486358601	0.0392951279465	0.0471178363601	0.0561290485185
a42	0.185237264712	0.516255870089	0.1431519662	0.0291795029822	0.04682086212	0.0793545208395
a37	0.164063401571	0.536199743363	0.1411184454	0.0307157823274	0.0396627107067	0.0882399022798
a31	0.147416155857	0.421915191121	0.1123898168	0.0325276477758	0.104036336902	0.181714859427
a20	0.107400622286	0.261809743707	0.0692757606	0.0287424885919	0.184322685634	0.348448686476
a31	0.0826346140953	0.156342022902	0.0444639988667	0.027904184864	0.224195551878	0.464459595492
a8	0.0701319813651	0.083326907634	0.0286734636222	0.0385350649547	0.261016507293	0.518316031831
</S>	0.0633473831825	0.069111726317	0.0239147298111	0.0482793894773	0.275219653647	0.520127065915
