 	il	morto	si	piange	</S>
a20	0.460379515	0.1383765625	0.078730033	0.118092865	0.2044210175
a31	0.575875328333	0.1534170375	0.079609791	0.086884513	0.1042133175
a18	0.599474932778	0.2138826225	0.069712917	0.0685727073333	0.0483568441667
a15	0.518950667593	0.2759225275	0.0604577203333	0.101734177444	0.0429349110556
a31	0.404198139198	0.286736445833	0.111382944778	0.133513355815	0.0641690670185
a15	0.324615449733	0.292167938611	0.128494511593	0.179521488605	0.0752006056728
a31	0.260925739911	0.28093174287	0.159203327198	0.180425186202	0.118514029891
a29	0.19503095997	0.265187780957	0.191694285733	0.155638165401	0.19244880663
a31	0.155645306657	0.264695163652	0.137956345244	0.1567159918	0.284987158877
a0	0.105843108886	0.268135267884	0.109213153748	0.1179895106	0.398818909626
a31	0.065705850962	0.240260705961	0.0960775332493	0.112704663533	0.485251203209
a13	0.041825659654	0.256919618654	0.0686160997498	0.0976914561777	0.534947167736
a18	0.0291739088847	0.289323066218	0.0547703729166	0.0531309713926	0.573601722579
a41	0.0364797806282	0.259323108739	0.0802665619722	0.0535672347975	0.57036335086
a31	0.0366035422094	0.261979022913	0.0823440199907	0.0607238272658	0.55834959362
a18	0.0220298577365	0.274991100971	0.0502628259969	0.0450577844219	0.607658431207
a31	0.0206504689122	0.25045638699	0.0635484086656	0.036523504474	0.628821257069
a46	0.0210066359707	0.191412595663	0.0863005828885	0.0672902548247	0.633989952356
a31	0.0269831643236	0.165908648554	0.113130290963	0.101302751608	0.592675177452
a0	0.0308421411079	0.146597216185	0.124432330321	0.169845803869	0.528282552484
a31	0.037122011036	0.123950182062	0.12198258344	0.233430594623	0.483514647495
</S>	0.050201308018	0.136183271031	0.13684184172	0.235917902312	0.440855688748
