 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	0.24151004	0.27028188	0.117271465	0.037433846	0.023124367	0.016048116	0.019228386	0.0203000005	0.020402669	0.0224411915	0.016937742	0.04361902	0.055393712	0.096007555
a31	0.32571604	0.219088773333	0.155350351667	0.0299547713333	0.0191707853333	0.015236455	0.0195946086667	0.0204040838333	0.018714128	0.0190403541667	0.015066063	0.0313462556667	0.0521635976667	0.0591537273333
a37	0.317377803333	0.179881634444	0.171059850556	0.0350299084444	0.0274822774444	0.0325556526667	0.0570591705556	0.0187864286111	0.01521521	0.0285324543889	0.0110970656667	0.0180372772222	0.0403399598889	0.0475453247778
a31	0.256469097778	0.116284741481	0.126580981852	0.0398022821481	0.0536334458148	0.0707275608889	0.136367650185	0.021022716537	0.01942998	0.0414579091296	0.00935262355557	0.0105292386741	0.0329885196296	0.0653532582593
a37	0.164297045926	0.0772927224937	0.092685840284	0.0486769740494	0.0694116139383	0.0976297782963	0.195833850062	0.0196946275123	0.0215142593333	0.0438842607099	0.00878739305186	0.00618019535803	0.0580267545432	0.0960846694198
a31	0.110486631975	0.0561764428312	0.0691668127613	0.0539419033498	0.0812507333128	0.115036620765	0.191173866687	0.0213808768374	0.0260972124444	0.0428721589033	0.0105804375506	0.00579110678601	0.0774030498477	0.138642139807
a37	0.0948741486583	0.0489343009437	0.0632594889204	0.0455857917833	0.0819011877709	0.122551288255	0.193859602229	0.0228648059458	0.0311357524815	0.0421824473011	0.0126982340169	0.00592772322867	0.0800540929492	0.154171126602
a18	0.0720965708861	0.0516140729812	0.0617066149735	0.0361397492611	0.065257159257	0.117501090752	0.227636330743	0.0178322206486	0.0275331184938	0.0467796091004	0.0105941606056	0.00699652590956	0.111990672316	0.146322092201
a21	0.0584568956287	0.0474894113271	0.0540375436578	0.030228992087	0.0545008280857	0.102226773584	0.212950946914	0.0136153442162	0.0234581508313	0.0453603797001	0.00733381230187	0.00926509113652	0.186214574105	0.154861234067
a24	0.0587163905429	0.049922692109	0.0569701812193	0.0374876006957	0.0508562460286	0.0812377511947	0.185103415638	0.0136856624054	0.0220241136104	0.0400037845667	0.00486391336729	0.00828790614551	0.221891654702	0.168948661356
a31	0.0543838488476	0.062902754703	0.0781406604064	0.0386750128986	0.0432546886762	0.0585451683982	0.135969125213	0.0167328751351	0.0229532832035	0.0438928095222	0.0063901133891	0.0070676846485	0.162205591567	0.268886340452
a14	0.0412859709492	0.0585276755677	0.0788621534688	0.0321463082995	0.0317781602254	0.0550672307994	0.130890438404	0.0181434337117	0.0300224220678	0.0513007978407	0.00904062446303	0.00687943738283	0.123552203856	0.332503113484
a7	0.0289863673164	0.0347053475226	0.0482682784896	0.0327144797665	0.0288271544085	0.0705882535998	0.178909989468	0.0150448105706	0.0321279990226	0.0452134186136	0.00775255838768	0.00605085196094	0.184533611285	0.286276877828
a31	0.0192917877721	0.0201680135075	0.0288574444965	0.0253572929222	0.0235022204695	0.0615998751999	0.141143848489	0.0143441761902	0.0257723370075	0.0326702135379	0.00624094722923	0.00671438198698	0.178846231095	0.415491212609
a46	0.0148638952574	0.0127368801692	0.0216197089988	0.0150416868074	0.0178065854898	0.0482031657333	0.0789536664963	0.0181877067301	0.0296568800025	0.0249138525126	0.00522460254308	0.00898916832899	0.119800787698	0.584001404203
a20	0.0143220840858	0.00874490272307	0.0185168394996	0.0137302131025	0.0197858324966	0.0689045885778	0.0960751938321	0.0205586522434	0.0416469250008	0.0196228838375	0.00409705858103	0.0104065876097	0.136019702566	0.527568541401
a31	0.0127361393619	0.0147587339077	0.0169944631665	0.0131871147008	0.0195535354989	0.0685866605259	0.0948819026107	0.0219907474145	0.0389745263336	0.0219076302792	0.00748825699368	0.0143399227032	0.167319974189	0.487280397134
a39	0.0067667606873	0.0146949687026	0.0112658023888	0.00826135890027	0.0146812234996	0.0428662311753	0.0500154455369	0.0219768184715	0.0278148581112	0.0204967467597	0.00881783019789	0.0226983825677	0.18929421473	0.560349375711
a8	0.00374054376243	0.00653553156753	0.00652842799627	0.00649152396676	0.0180704281665	0.0472001503918	0.038895525179	0.0230719388238	0.0443966823704	0.0176629389199	0.00829531793263	0.0348579541892	0.205419028243	0.53883403857
a31	0.00293034515414	0.0157534137892	0.0101755328654	0.00789945398892	0.0187280067222	0.0495592521306	0.0361274050597	0.0236485356079	0.0496579631235	0.0228088203066	0.0119978963109	0.0473109653964	0.210715259414	0.492687179523
a33	0.00224779403805	0.0207004585964	0.0110965589218	0.00680980726297	0.0133185899074	0.0362279210435	0.0265781296866	0.0190353968693	0.0326938833745	0.0230245101022	0.013692134437	0.0671204624655	0.267813733138	0.459640636508
a23	0.00136447546602	0.0127359185321	0.0058386680406	0.00491927668766	0.0121191849691	0.0320249876812	0.0216686978955	0.0138924152898	0.0294618464582	0.0213661910341	0.0142463648123	0.0738165321552	0.336485911046	0.420059525503
a31	0.00282608145534	0.016915208844	0.0127245814469	0.00816959322922	0.011825331323	0.0340062692271	0.0234878359652	0.0126162170966	0.0258870624861	0.0213276803447	0.0186691399374	0.0812143887184	0.276638807015	0.453691798501
a11	0.00395784305178	0.020124836948	0.0190315754823	0.0109501687431	0.0123059247743	0.0337639517424	0.0218370309884	0.0117041623655	0.022976509162	0.0181923707816	0.0258852026458	0.109921312906	0.211099355672	0.478249732834
a31	0.00399864545059	0.017396007316	0.0190571361608	0.0134177279144	0.0184745329248	0.0334887699141	0.0188892549961	0.0126952624552	0.0212601503873	0.0165644432605	0.0441744362153	0.135666084302	0.179547471891	0.465370037611
a28	0.0037806102502	0.0163420711053	0.0193294053869	0.0174048316381	0.0249215553083	0.033751061638	0.018662839332	0.0207119631517	0.0223564204624	0.0161004490868	0.0509669910718	0.153908494767	0.19425548063	0.40750780587
a31	0.00436920221673	0.0186157490351	0.024937795129	0.0267074348794	0.0355756754361	0.032550540546	0.017766758444	0.0275796787172	0.0224916718208	0.0161146243623	0.0647555393573	0.158923718256	0.190414576877	0.359197018623
a35	0.00443564660558	0.0186613896784	0.0333220293763	0.0347991839598	0.038216330812	0.0291175578487	0.0186687344813	0.0369831045724	0.0238631659403	0.0159518696208	0.0664071631191	0.173827332752	0.164738005626	0.341008466208
a31	0.00497398560186	0.0218172965595	0.0386140324588	0.0376774926533	0.037483821604	0.0298471949496	0.0200744621604	0.0395249421908	0.0253126659801	0.0161984260403	0.065609004373	0.179448084251	0.152942621875	0.330475932069
a14	0.00557072063395	0.0237347448532	0.0360680574863	0.0364597282178	0.038353725868	0.0315721479832	0.0186648237201	0.0323798033969	0.02374582766	0.0163138896801	0.0710146614577	0.17062096475	0.152406520625	0.34309435069
a21	0.00396496421132	0.0189305769511	0.0246793541621	0.0313359164059	0.032855175956	0.0315563026611	0.0234432265734	0.035826093799	0.02869845422	0.0170864292267	0.0500056738192	0.178228191583	0.208413506875	0.314976116897
a37	0.00277461220377	0.0188753019837	0.020039348054	0.0242482211353	0.0322740869853	0.0364634352204	0.0382485518578	0.0424387605997	0.03225909274	0.0325292590756	0.0441851819397	0.162232385194	0.225342185625	0.288089572299
a14	0.00173924210126	0.0167179666612	0.0172680091847	0.0144759722784	0.0291230186618	0.0482398644068	0.0491956616193	0.0338240601999	0.0305513772467	0.0403606493585	0.0382484333132	0.114003571731	0.240563695208	0.325688480766
a31	0.00198347640042	0.0150809838871	0.0171501572282	0.0113406549928	0.0230924368873	0.0470993444689	0.0382101502064	0.0201618510666	0.0246472927489	0.0255923227862	0.0305840071044	0.11062616591	0.257898948403	0.376532196922
a17	0.00199363706681	0.0142800262957	0.0172299087427	0.0105590609976	0.0212287566291	0.0392867104896	0.0296413457355	0.0201772466889	0.0253824589163	0.0213601985954	0.0314642630348	0.15236314197	0.249930049468	0.365103175641
